Date,Time,Program,Workpiece no.,Testpoint,Plane,Probe no.,Cycle,S_MVAR,Measuring variant,Results,Setpoint,Measured,Difference,Unit
2019-11-20,12:17:42,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Y           ,75.0,75.045,0.045,mm
2019-11-20,12:17:42,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Diameter    ,12.009,12.018,0.009,mm
2019-11-20,12:17:46,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,X           ,90.0,89.985,-0.015,mm
2019-11-20,12:17:46,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Y           ,75.0,75.001,0.001,mm
2019-11-20,12:17:46,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Diameter    ,12.009,12.019,0.01,mm
2019-11-20,12:17:51,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,X           ,105.0,105.008,0.008,mm
2019-11-20,12:17:51,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Y           ,75.0,74.99,-0.01,mm
2019-11-20,12:17:51,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Diameter    ,12.009,12.02,0.011,mm
2019-11-20,12:17:56,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,X           ,120.0,119.989,-0.011,mm
2019-11-20,12:17:56,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Y           ,75.0,74.999,-0.0,mm
2019-11-20,12:17:56,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Diameter    ,12.009,12.018,0.009,mm
2019-11-20,12:18:01,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,X           ,135.0,134.998,-0.002,mm
2019-11-20,12:18:01,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Y           ,75.0,75.004,0.004,mm
2019-11-20,12:18:01,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Diameter    ,12.009,12.021,0.012,mm
2019-11-20,12:18:09,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,X           ,15.0,14.993,-0.007,mm
2019-11-20,12:18:09,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Y           ,90.0,90.0,0.0,mm
2019-11-20,12:18:09,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Diameter    ,12.009,12.021,0.012,mm
2019-11-20,12:18:14,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,X           ,30.0,29.981,-0.019,mm
2019-11-20,12:18:14,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Y           ,90.0,90.013,0.013,mm
2019-11-20,12:18:14,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Diameter    ,12.009,12.018,0.009,mm
2019-11-20,12:18:19,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,X           ,45.0,44.994,-0.006,mm
2019-11-20,12:18:19,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Y           ,90.0,90.004,0.004,mm
2019-11-20,12:18:19,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Diameter    ,12.009,12.019,0.01,mm
2019-11-20,12:18:24,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,X           ,60.0,60.0,0.0,mm
2019-11-20,12:18:24,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Y           ,90.0,89.997,-0.003,mm
2019-11-20,12:18:24,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Diameter    ,12.009,12.019,0.01,mm
2019-11-20,12:18:29,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,X           ,75.0,75.003,0.003,mm
2019-11-20,12:18:29,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Y           ,90.0,89.994,-0.006,mm
2019-11-20,12:18:29,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Diameter    ,12.009,12.015,0.006,mm
2019-11-20,12:18:34,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,X           ,90.0,89.99,-0.01,mm
2019-11-20,12:18:34,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Y           ,90.0,89.992,-0.008,mm
2019-11-20,12:18:34,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Diameter    ,12.009,12.015,0.006,mm
2019-11-20,12:18:38,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,X           ,105.0,105.005,0.005,mm
2019-11-20,12:18:38,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Y           ,90.0,90.0,-0.0,mm
2019-11-20,12:18:38,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Diameter    ,12.009,12.017,0.008,mm
2019-11-20,12:18:43,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,X           ,120.0,119.994,-0.006,mm
2019-11-20,12:18:43,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Y           ,90.0,90.011,0.011,mm
2019-11-20,12:18:43,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Diameter    ,12.009,12.015,0.006,mm
2019-11-20,12:18:48,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,X           ,135.0,134.999,-0.0,mm
2019-11-20,12:18:48,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Y           ,90.0,90.007,0.007,mm
2019-11-20,12:18:48,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Diameter    ,12.009,12.018,0.009,mm
2019-11-20,12:18:56,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,X           ,15.0,14.995,-0.005,mm
2019-11-20,12:18:56,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Y           ,105.0,104.998,-0.002,mm
2019-11-20,12:18:56,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Diameter    ,12.009,12.02,0.011,mm
2019-11-20,12:19:01,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,X           ,30.0,30.002,0.002,mm
2019-11-20,12:19:01,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Y           ,105.0,105.001,0.001,mm
2019-11-20,12:19:01,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Diameter    ,12.009,12.019,0.01,mm
2019-11-20,12:19:06,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,X           ,45.0,44.978,-0.022,mm
2019-11-20,12:19:06,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Y           ,105.0,104.998,-0.002,mm
2019-11-20,12:19:06,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Diameter    ,12.009,12.017,0.008,mm
2019-11-20,12:19:12,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,X           ,60.0,59.993,-0.007,mm
2019-11-20,12:19:12,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Y           ,105.0,104.988,-0.012,mm
2019-11-20,12:19:12,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Diameter    ,12.009,12.018,0.009,mm
2019-11-20,12:19:17,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,X           ,75.0,74.977,-0.023,mm
2019-11-20,12:19:17,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Y           ,105.0,105.006,0.006,mm
2019-11-20,12:19:17,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Diameter    ,12.009,12.019,0.01,mm
2019-11-20,12:19:21,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,X           ,90.0,89.996,-0.004,mm
2019-11-20,12:19:21,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Y           ,105.0,104.995,-0.005,mm
2019-11-20,12:19:21,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Diameter    ,12.009,12.02,0.011,mm
2019-11-20,12:19:26,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,X           ,105.0,104.986,-0.014,mm
2019-11-20,12:19:26,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Y           ,105.0,105.011,0.011,mm
2019-11-20,12:19:26,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Diameter    ,12.009,12.021,0.012,mm
2019-11-20,12:19:31,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,X           ,120.0,119.994,-0.006,mm
2019-11-20,12:19:31,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Y           ,105.0,105.005,0.005,mm
2019-11-20,12:19:31,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Diameter    ,12.009,12.018,0.009,mm
2019-11-20,12:19:36,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,X           ,135.0,134.985,-0.015,mm
2019-11-20,12:19:36,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Y           ,105.0,105.011,0.011,mm
2019-11-20,12:19:36,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Diameter    ,12.009,12.019,0.01,mm
2019-11-20,12:19:44,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,X           ,15.0,15.013,0.013,mm
2019-11-20,12:19:44,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Y           ,120.0,120.022,0.022,mm
2019-11-20,12:19:44,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Diameter    ,12.009,12.019,0.01,mm
2019-11-20,12:19:49,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,X           ,30.0,29.996,-0.004,mm
2019-11-20,12:19:49,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Y           ,120.0,119.994,-0.006,mm
2019-11-20,12:19:49,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Diameter    ,12.009,12.018,0.009,mm
2019-11-20,12:19:54,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,X           ,45.0,44.987,-0.013,mm
2019-11-20,12:19:54,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Y           ,120.0,120.005,0.005,mm
2019-11-20,12:19:54,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Diameter    ,12.009,12.02,0.011,mm
2019-11-20,12:19:59,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,X           ,60.0,59.989,-0.011,mm
2019-11-20,12:19:59,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Y           ,120.0,120.014,0.014,mm
2019-11-20,12:19:59,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Diameter    ,12.009,12.021,0.012,mm
2019-11-20,12:20:04,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,X           ,75.0,74.986,-0.014,mm
2019-11-20,12:20:04,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Y           ,120.0,120.016,0.016,mm
2019-11-20,12:20:04,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Diameter    ,12.009,12.019,0.01,mm
2019-11-20,12:20:09,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,X           ,90.0,89.998,-0.002,mm
2019-11-20,12:20:09,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Y           ,120.0,120.011,0.011,mm
2019-11-20,12:20:09,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Diameter    ,12.009,12.02,0.011,mm
2019-11-20,12:20:13,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,X           ,105.0,104.99,-0.01,mm
2019-11-20,12:20:13,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Y           ,120.0,120.008,0.008,mm
2019-11-20,12:20:13,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Diameter    ,12.009,12.02,0.011,mm
2019-11-20,12:20:18,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,X           ,120.0,119.988,-0.012,mm
2019-11-20,12:20:18,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Y           ,120.0,119.992,-0.008,mm
2019-11-20,12:20:18,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Diameter    ,12.009,12.018,0.009,mm
2019-11-20,12:20:23,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,X           ,135.0,134.991,-0.009,mm
2019-11-20,12:20:23,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Y           ,120.0,120.002,0.002,mm
2019-11-20,12:20:23,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Diameter    ,12.009,12.019,0.01,mm
2019-11-20,12:20:31,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,X           ,15.0,14.995,-0.005,mm
2019-11-20,12:20:31,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Y           ,135.0,134.995,-0.005,mm
2019-11-20,12:20:31,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Diameter    ,12.009,12.02,0.011,mm
2019-11-20,12:20:36,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,X           ,30.0,29.988,-0.012,mm
2019-11-20,12:20:36,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Y           ,135.0,135.001,0.0,mm
2019-11-20,12:20:36,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Diameter    ,12.009,12.018,0.009,mm
2019-11-20,12:20:41,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,X           ,45.0,45.002,0.002,mm
2019-11-20,12:20:41,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Y           ,135.0,134.991,-0.009,mm
2019-11-20,12:20:41,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Diameter    ,12.009,12.018,0.009,mm
2019-11-20,12:20:46,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,X           ,60.0,59.983,-0.017,mm
2019-11-20,12:20:46,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Y           ,135.0,134.992,-0.008,mm
2019-11-20,12:20:46,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Diameter    ,12.009,12.018,0.009,mm
2019-11-20,12:20:51,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,X           ,75.0,74.988,-0.012,mm
2019-11-20,12:20:51,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Y           ,135.0,135.004,0.004,mm
2019-11-20,12:20:51,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Diameter    ,12.009,12.018,0.009,mm
2019-11-20,12:20:56,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,X           ,90.0,89.982,-0.018,mm
2019-11-20,12:20:56,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Y           ,135.0,134.997,-0.003,mm
2019-11-20,12:20:56,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Diameter    ,12.009,12.017,0.008,mm
2019-11-20,12:21:01,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,X           ,105.0,105.001,0.001,mm
2019-11-20,12:21:01,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Y           ,135.0,135.006,0.006,mm
2019-11-20,12:21:01,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Diameter    ,12.009,12.018,0.009,mm
2019-11-20,12:21:06,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,X           ,120.0,120.005,0.005,mm
2019-11-20,12:21:06,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Y           ,135.0,135.001,0.0,mm
2019-11-20,12:21:06,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Diameter    ,12.009,12.018,0.009,mm
2019-11-20,12:21:10,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,X           ,135.0,134.987,-0.013,mm
2019-11-20,12:21:10,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Y           ,135.0,135.012,0.012,mm
2019-11-20,12:21:10,                      REIBEN.MPF,              ,1,  G17,1,977,1,                          1 Hole,Diameter    ,12.009,12.018,0.009,mm
