Messungen Bohrung 12H7;;;;;;;;
1071;10;71;12,011;12,018;i.O.;i.O.;i.O.;
1072;10;72;12,011;12,018;i.O.;i.O.;i.O.;
1073;10;73;12,01;12,017;i.O.;i.O.;i.O.;
1074;10;74;12,013;12,022;i.O.;n.i.O.;i.O.;
1075;10;75;12,012;12,022;i.O.;n.i.O.;i.O.;
1076;10;76;12,013;12,025;i.O.;n.i.O.;i.O.;
1077;10;77;12,014;12,017;i.O.;i.O.;i.O.;
1078;10;78;12,013;12,02;i.O.;n.i.O.;i.O.;
1079;10;79;12,013;12,021;i.O.;n.i.O.;i.O.;
1080;10;80;12,011;12,021;i.O.;n.i.O.;i.O.;
1081;10;81;12,012;12,02;i.O.;n.i.O.;i.O.;
1101;11;1;12,012;12,014;i.O.;i.O.;i.O.;
1102;11;2;12,013;12,015;i.O.;i.O.;i.O.;
1103;11;3;12,014;12,015;i.O.;i.O.;i.O.;
1104;11;4;12,011;12,015;i.O.;i.O.;i.O.;
1105;11;5;12,012;12,015;i.O.;i.O.;i.O.;
1106;11;6;12,013;12,017;i.O.;i.O.;i.O.;
1107;11;7;12,013;12,015;i.O.;i.O.;i.O.;
1108;11;8;12,012;12,015;i.O.;i.O.;i.O.;
1109;11;9;12,013;12,016;i.O.;i.O.;i.O.;
1110;11;10;12,013;12,013;i.O.;i.O.;i.O.;
1111;11;11;12,011;12,016;i.O.;i.O.;i.O.;
1112;11;12;12,012;12,013;i.O.;i.O.;i.O.;
1113;11;13;12,013;12,015;i.O.;i.O.;i.O.;
1114;11;14;12,011;12,012;i.O.;i.O.;i.O.;
1115;11;15;12,012;12,016;i.O.;i.O.;i.O.;
1116;11;16;12,013;12,019;i.O.;n.i.O.;i.O.;
1117;11;17;12,011;12,013;i.O.;i.O.;i.O.;
1118;11;18;12,011;12,016;i.O.;i.O.;i.O.;
1119;11;19;12,011;12,02;i.O.;n.i.O.;i.O.;
1120;11;20;12,011;12,019;i.O.;n.i.O.;i.O.;
1121;11;21;12,011;12,015;i.O.;i.O.;i.O.;
1122;11;22;12,012;12,017;i.O.;i.O.;i.O.;
1123;11;23;12,01;12,014;i.O.;i.O.;i.O.;
1124;11;24;12,012;12,016;i.O.;i.O.;i.O.;
1125;11;25;12,011;12,011;i.O.;i.O.;i.O.;
1126;11;26;12,011;12,019;i.O.;n.i.O.;i.O.;
1127;11;27;12,01;12,014;i.O.;i.O.;i.O.;
1128;11;28;12,013;12,017;i.O.;i.O.;i.O.;
1129;11;29;12,011;12,014;i.O.;i.O.;i.O.;
1130;11;30;12,012;12,016;i.O.;i.O.;i.O.;
1131;11;31;12,01;12,011;i.O.;i.O.;i.O.;
1132;11;32;12,012;12,016;i.O.;i.O.;i.O.;
1133;11;33;12,012;12,018;i.O.;i.O.;i.O.;
1134;11;34;12,013;12,018;i.O.;i.O.;i.O.;
1135;11;35;12,013;12,018;i.O.;i.O.;i.O.;
1136;11;36;12,013;12,012;i.O.;i.O.;i.O.;
1137;11;37;12,012;12,013;i.O.;i.O.;i.O.;
1138;11;38;12,012;12,015;i.O.;i.O.;i.O.;
1139;11;39;12,012;12,015;i.O.;i.O.;i.O.;
1140;11;40;12,011;12,016;i.O.;i.O.;i.O.;
1141;11;41;12,012;12,016;i.O.;i.O.;i.O.;
1142;11;42;12,013;12,016;i.O.;i.O.;i.O.;
1143;11;43;12,01;12,012;i.O.;i.O.;i.O.;
1144;11;44;12,013;12,019;i.O.;n.i.O.;i.O.;
1145;11;45;12,011;12,013;i.O.;i.O.;i.O.;
1146;11;46;12,011;12,016;i.O.;i.O.;i.O.;
1147;11;47;12,013;12,021;i.O.;n.i.O.;i.O.;
1148;11;48;12,012;12,018;i.O.;i.O.;i.O.;
1149;11;49;12,012;12,012;i.O.;i.O.;i.O.;
1150;11;50;12,012;12,015;i.O.;i.O.;i.O.;
1151;11;51;12,012;12,013;i.O.;i.O.;i.O.;
1152;11;52;12,013;12,015;i.O.;i.O.;i.O.;
1153;11;53;12,012;12,019;i.O.;n.i.O.;i.O.;
1154;11;54;12,013;12,014;i.O.;i.O.;i.O.;
1155;11;55;12,013;12,016;i.O.;i.O.;i.O.;
1156;11;56;12,013;12,015;i.O.;i.O.;i.O.;
1157;11;57;12,013;12,016;i.O.;i.O.;i.O.;
1158;11;58;12,012;12,013;i.O.;i.O.;i.O.;
1159;11;59;12,011;12,015;i.O.;i.O.;i.O.;
1160;11;60;12,012;12,019;i.O.;n.i.O.;i.O.;
1161;11;61;12,013;12,013;i.O.;i.O.;i.O.;
1162;11;62;12,01;12,013;i.O.;i.O.;i.O.;
1163;11;63;12,011;12,013;i.O.;i.O.;i.O.;
1164;11;64;12,012;12,016;i.O.;i.O.;i.O.;
1165;11;65;12,012;12,02;i.O.;n.i.O.;i.O.;
1166;11;66;12,011;12,012;i.O.;i.O.;i.O.;
1167;11;67;12,013;12,015;i.O.;i.O.;i.O.;
1168;11;68;12,01;12,013;i.O.;i.O.;i.O.;
1169;11;69;12,013;12,017;i.O.;i.O.;i.O.;
1170;11;70;12,013;12,013;i.O.;i.O.;i.O.;
1171;11;71;12,012;12,013;i.O.;i.O.;i.O.;
1172;11;72;12,012;12,016;i.O.;i.O.;i.O.;
1173;11;73;12,014;12,014;i.O.;i.O.;i.O.;
1174;11;74;12,012;12,012;i.O.;i.O.;i.O.;
1175;11;75;12,012;12,014;i.O.;i.O.;i.O.;
1176;11;76;12,011;12,012;i.O.;i.O.;i.O.;
1177;11;77;12,012;12,011;i.O.;i.O.;i.O.;
1178;11;78;12,012;12,014;i.O.;i.O.;i.O.;
1179;11;79;12,012;12,02;i.O.;n.i.O.;i.O.;
1180;11;80;12,011;12,022;i.O.;n.i.O.;i.O.;
1181;11;81;12,01;12,011;i.O.;i.O.;i.O.;
1201;12;1;12,012;12,017;i.O.;i.O.;i.O.;
1202;12;2;12,012;12,02;i.O.;n.i.O.;i.O.;
1203;12;3;12,013;12,018;i.O.;i.O.;i.O.;
1204;12;4;12,012;12,017;i.O.;i.O.;i.O.;
1205;12;5;12,013;12,02;i.O.;n.i.O.;i.O.;
1206;12;6;12,012;12,022;i.O.;n.i.O.;i.O.;
1207;12;7;12,013;12,016;i.O.;i.O.;i.O.;
1208;12;8;12,013;12,016;i.O.;i.O.;i.O.;
1209;12;9;12,013;12,016;i.O.;i.O.;i.O.;
1210;12;10;12,012;12,015;i.O.;i.O.;i.O.;
1211;12;11;12,014;12,021;i.O.;n.i.O.;i.O.;
1212;12;12;12,013;12,017;i.O.;i.O.;i.O.;
1213;12;13;12,014;12,021;i.O.;n.i.O.;i.O.;
1214;12;14;12,012;12,016;i.O.;i.O.;i.O.;
1215;12;15;12,011;12,015;i.O.;i.O.;i.O.;
1216;12;16;12,012;12,017;i.O.;i.O.;i.O.;
1217;12;17;12,013;12,019;i.O.;n.i.O.;i.O.;
1218;12;18;12,013;12,017;i.O.;i.O.;i.O.;
1219;12;19;12,012;12,017;i.O.;i.O.;i.O.;
1220;12;20;12,014;12,017;i.O.;i.O.;i.O.;
1221;12;21;12,012;12,016;i.O.;i.O.;i.O.;
1222;12;22;12,014;12,024;i.O.;n.i.O.;i.O.;
1223;12;23;12,013;12,019;i.O.;n.i.O.;i.O.;
1224;12;24;12,012;12,015;i.O.;i.O.;i.O.;
1225;12;25;12,014;12,02;i.O.;n.i.O.;i.O.;
1226;12;26;12,012;12,018;i.O.;i.O.;i.O.;
1227;12;27;12,012;12,016;i.O.;i.O.;i.O.;
1228;12;28;12,013;12,017;i.O.;i.O.;i.O.;
1229;12;29;12,012;12,018;i.O.;i.O.;i.O.;
1230;12;30;12,012;12,018;i.O.;i.O.;i.O.;
1231;12;31;12,013;12,021;i.O.;n.i.O.;i.O.;
1232;12;32;12,012;12,018;i.O.;i.O.;i.O.;
1233;12;33;12,013;12,018;i.O.;i.O.;i.O.;
1234;12;34;12,011;12,018;i.O.;i.O.;i.O.;
1235;12;35;12,012;12,018;i.O.;i.O.;i.O.;
1236;12;36;12,013;12,018;i.O.;i.O.;i.O.;
1237;12;37;12,012;12,019;i.O.;n.i.O.;i.O.;
1238;12;38;12,012;12,017;i.O.;i.O.;i.O.;
1239;12;39;12,014;12,019;i.O.;n.i.O.;i.O.;
1240;12;40;12,014;12,014;i.O.;i.O.;i.O.;
1241;12;41;12,01;12,008;i.O.;i.O.;i.O.;
1242;12;42;12,013;12,01;i.O.;i.O.;i.O.;
1243;12;43;12,013;12,013;i.O.;i.O.;i.O.;
1244;12;44;12,014;12,021;i.O.;n.i.O.;i.O.;
1245;12;45;12,012;12,014;i.O.;i.O.;i.O.;
1246;12;46;12,013;12,018;i.O.;i.O.;i.O.;
1247;12;47;12,011;12,013;i.O.;i.O.;i.O.;
1248;12;48;12,012;12,017;i.O.;i.O.;i.O.;
1249;12;49;12,012;12,009;i.O.;i.O.;i.O.;
1250;12;50;12,012;12,015;i.O.;i.O.;i.O.;
1251;12;51;12,011;12,013;i.O.;i.O.;i.O.;
1252;12;52;12,011;12,011;i.O.;i.O.;i.O.;
1253;12;53;12,014;12,018;i.O.;i.O.;i.O.;
1254;12;54;12,013;12,009;i.O.;i.O.;i.O.;
1255;12;55;12,012;12,01;i.O.;i.O.;i.O.;
1256;12;56;12,01;12,012;i.O.;i.O.;i.O.;
1257;12;57;12,011;12,009;i.O.;i.O.;i.O.;
1258;12;58;12,011;12,012;i.O.;i.O.;i.O.;
1259;12;59;12,012;12,011;i.O.;i.O.;i.O.;
1260;12;60;12,014;12,021;i.O.;n.i.O.;i.O.;
1261;12;61;12,011;12,014;i.O.;i.O.;i.O.;
1262;12;62;12,013;12,021;i.O.;n.i.O.;i.O.;
1263;12;63;12,012;12,016;i.O.;i.O.;i.O.;
1264;12;64;12,012;12,018;i.O.;i.O.;i.O.;
1265;12;65;12,012;12,018;i.O.;i.O.;i.O.;
1266;12;66;12,013;12,017;i.O.;i.O.;i.O.;
1267;12;67;12,013;12,016;i.O.;i.O.;i.O.;
1268;12;68;12,014;12,019;i.O.;n.i.O.;i.O.;
1269;12;69;12,013;12,017;i.O.;i.O.;i.O.;
1270;12;70;12,012;12,017;i.O.;i.O.;i.O.;
1271;12;71;12,013;12,021;i.O.;n.i.O.;i.O.;
1272;12;72;12,013;12,017;i.O.;i.O.;i.O.;
1273;12;73;12,013;12,015;i.O.;i.O.;i.O.;
1274;12;74;12,014;12,018;i.O.;i.O.;i.O.;
1275;12;75;12,013;12,018;i.O.;i.O.;i.O.;
1276;12;76;12,014;12,017;i.O.;i.O.;i.O.;
1277;12;77;12,009;12,014;i.O.;i.O.;i.O.;
1278;12;78;12,012;12,014;i.O.;i.O.;i.O.;
1279;12;79;12,013;12,016;i.O.;i.O.;i.O.;
1280;12;80;12,012;12,017;i.O.;i.O.;i.O.;
1281;12;81;12,012;12,017;i.O.;i.O.;i.O.;
1301;13;1;12,011;12,011;i.O.;i.O.;i.O.;
1302;13;2;12,011;12,011;i.O.;i.O.;i.O.;
1303;13;3;12,012;12,016;i.O.;i.O.;i.O.;
1304;13;4;12,012;12,016;i.O.;i.O.;i.O.;
1305;13;5;12,012;12,018;i.O.;i.O.;i.O.;
1306;13;6;12,01;12,013;i.O.;i.O.;i.O.;
1307;13;7;12,011;12,014;i.O.;i.O.;i.O.;
1308;13;8;12,012;12,014;i.O.;i.O.;i.O.;
1309;13;9;12,012;12,018;i.O.;i.O.;i.O.;
1310;13;10;12,011;12,016;i.O.;i.O.;i.O.;
1311;13;11;12,012;12,015;i.O.;i.O.;i.O.;
1312;13;12;12,011;12,017;i.O.;i.O.;i.O.;
1313;13;13;12,01;12,015;i.O.;i.O.;i.O.;
1314;13;14;12,011;12,019;i.O.;n.i.O.;i.O.;
1315;13;15;12,01;12,016;i.O.;i.O.;i.O.;
1316;13;16;12,01;12,017;i.O.;i.O.;i.O.;
1317;13;17;12,011;12,014;i.O.;i.O.;i.O.;
1318;13;18;12,013;12,016;i.O.;i.O.;i.O.;
1319;13;19;12,011;12,018;i.O.;i.O.;i.O.;
1320;13;20;12,012;12,018;i.O.;i.O.;i.O.;
1321;13;21;12,011;12,014;i.O.;i.O.;i.O.;
1322;13;22;12,011;12,021;i.O.;n.i.O.;i.O.;
1323;13;23;12,013;12,023;i.O.;n.i.O.;i.O.;
1324;13;24;12,01;12,013;i.O.;i.O.;i.O.;
1325;13;25;12,012;12,016;i.O.;i.O.;i.O.;
1326;13;26;12,013;12,018;i.O.;i.O.;i.O.;
1327;13;27;12,011;12,016;i.O.;i.O.;i.O.;
1328;13;28;12,012;12,019;i.O.;n.i.O.;i.O.;
1329;13;29;12,011;12,02;i.O.;n.i.O.;i.O.;
1330;13;30;12,014;12,026;i.O.;n.i.O.;i.O.;
1331;13;31;12,012;12,017;i.O.;i.O.;i.O.;
1332;13;32;12,012;12,015;i.O.;i.O.;i.O.;
1333;13;33;12,013;12,016;i.O.;i.O.;i.O.;
1334;13;34;12,013;12,014;i.O.;i.O.;i.O.;
1335;13;35;12,011;12,017;i.O.;i.O.;i.O.;
1336;13;36;12,011;12,014;i.O.;i.O.;i.O.;
1337;13;37;12,013;12,019;i.O.;n.i.O.;i.O.;
1338;13;38;12,012;12,012;i.O.;i.O.;i.O.;
1339;13;39;12,014;12,018;i.O.;i.O.;i.O.;
1340;13;40;12,011;12,015;i.O.;i.O.;i.O.;
1341;13;41;12,012;12,015;i.O.;i.O.;i.O.;
1342;13;42;12,011;12,017;i.O.;i.O.;i.O.;
1343;13;43;12,014;12,019;i.O.;n.i.O.;i.O.;
1344;13;44;12,012;12,015;i.O.;i.O.;i.O.;
1345;13;45;12,014;12,019;i.O.;n.i.O.;i.O.;
1346;13;46;12,012;12,017;i.O.;i.O.;i.O.;
1347;13;47;12,012;12,016;i.O.;i.O.;i.O.;
1348;13;48;12,013;12,018;i.O.;i.O.;i.O.;
1349;13;49;12,012;12,012;i.O.;i.O.;i.O.;
1350;13;50;12,011;12,014;i.O.;i.O.;i.O.;
1351;13;51;12,014;12,018;i.O.;i.O.;i.O.;
1352;13;52;12,011;12,011;i.O.;i.O.;i.O.;
1353;13;53;12,012;12,012;i.O.;i.O.;i.O.;
1354;13;54;12,012;12,013;i.O.;i.O.;i.O.;
1355;13;55;12,013;12,016;i.O.;i.O.;i.O.;
1356;13;56;12,014;12,015;i.O.;i.O.;i.O.;
1357;13;57;12,012;12,015;i.O.;i.O.;i.O.;
1358;13;58;12,012;12,021;i.O.;n.i.O.;i.O.;
1359;13;59;12,013;12,014;i.O.;i.O.;i.O.;
1360;13;60;12,013;12,018;i.O.;i.O.;i.O.;
1361;13;61;12,012;12,015;i.O.;i.O.;i.O.;
1362;13;62;12,013;12,014;i.O.;i.O.;i.O.;
1363;13;63;12,012;12,013;i.O.;i.O.;i.O.;
1364;13;64;12,013;12,015;i.O.;i.O.;i.O.;
1365;13;65;12,014;12,019;i.O.;n.i.O.;i.O.;
1366;13;66;12,012;12,015;i.O.;i.O.;i.O.;
1367;13;67;12,013;12,015;i.O.;i.O.;i.O.;
1368;13;68;12,01;12,014;i.O.;i.O.;i.O.;
1369;13;69;12,011;12,01;i.O.;i.O.;i.O.;
1370;13;70;12,01;12,013;i.O.;i.O.;i.O.;
1371;13;71;12,01;12,012;i.O.;i.O.;i.O.;
1372;13;72;12,012;12,014;i.O.;i.O.;i.O.;
1373;13;73;12,011;12,014;i.O.;i.O.;i.O.;
1374;13;74;12,013;12,012;i.O.;i.O.;i.O.;
1375;13;75;12,012;12,013;i.O.;i.O.;i.O.;
1376;13;76;12,012;12,013;i.O.;i.O.;i.O.;
1377;13;77;12,012;12,013;i.O.;i.O.;i.O.;
1378;13;78;12,013;12,011;i.O.;i.O.;i.O.;
1379;13;79;12,013;12,013;i.O.;i.O.;i.O.;
1380;13;80;12,013;12,018;i.O.;i.O.;i.O.;
1381;13;81;12,014;12,013;i.O.;i.O.;i.O.;
1401;14;1;12,013;12,018;i.O.;i.O.;i.O.;
1402;14;2;12,014;12,022;i.O.;n.i.O.;i.O.;
1403;14;3;12,014;12,02;i.O.;n.i.O.;i.O.;
1404;14;4;12,014;12,015;i.O.;i.O.;i.O.;
1405;14;5;12,011;12,018;i.O.;i.O.;i.O.;
1406;14;6;12,014;12,019;i.O.;n.i.O.;i.O.;
1407;14;7;12,014;12,015;i.O.;i.O.;i.O.;
1408;14;8;12,012;12,013;i.O.;i.O.;i.O.;
1409;14;9;12,013;12,016;i.O.;i.O.;i.O.;
1410;14;10;12,014;12,017;i.O.;i.O.;i.O.;
1411;14;11;12,014;12,015;i.O.;i.O.;i.O.;
1412;14;12;12,013;12,015;i.O.;i.O.;i.O.;
1413;14;13;12,013;12,02;i.O.;n.i.O.;i.O.;
1414;14;14;12,011;12,012;i.O.;i.O.;i.O.;
1415;14;15;12,014;12,018;i.O.;i.O.;i.O.;
1416;14;16;12,012;12,013;i.O.;i.O.;i.O.;
1417;14;17;12,011;12,013;i.O.;i.O.;i.O.;
1418;14;18;12,011;12,011;i.O.;i.O.;i.O.;
1419;14;19;12,012;12,019;i.O.;n.i.O.;i.O.;
1420;14;20;12,013;12,018;i.O.;i.O.;i.O.;
1421;14;21;12,013;12,016;i.O.;i.O.;i.O.;
1422;14;22;12,011;12,018;i.O.;i.O.;i.O.;
1423;14;23;12,012;12,018;i.O.;i.O.;i.O.;
1424;14;24;12,013;12,018;i.O.;i.O.;i.O.;
1425;14;25;12,014;12,016;i.O.;i.O.;i.O.;
1426;14;26;12,013;12,016;i.O.;i.O.;i.O.;
1427;14;27;12,013;12,014;i.O.;i.O.;i.O.;
1428;14;28;12,012;12,016;i.O.;i.O.;i.O.;
1429;14;29;12,013;12,016;i.O.;i.O.;i.O.;
1430;14;30;12,012;12,02;i.O.;n.i.O.;i.O.;
1431;14;31;12,012;12,018;i.O.;i.O.;i.O.;
1432;14;32;12,013;12,012;i.O.;i.O.;i.O.;
1433;14;33;12,012;12,025;i.O.;n.i.O.;i.O.;
1434;14;34;12,013;12,014;i.O.;i.O.;i.O.;
1435;14;35;12,012;12,012;i.O.;i.O.;i.O.;
1436;14;36;12,011;12,015;i.O.;i.O.;i.O.;
1437;14;37;12,011;12,018;i.O.;i.O.;i.O.;
1438;14;38;12,011;12,014;i.O.;i.O.;i.O.;
1439;14;39;12,013;12,015;i.O.;i.O.;i.O.;
1440;14;40;12,011;12,014;i.O.;i.O.;i.O.;
1441;14;41;12,014;12,017;i.O.;i.O.;i.O.;
1442;14;42;12,012;12,015;i.O.;i.O.;i.O.;
1443;14;43;12,013;12,013;i.O.;i.O.;i.O.;
1444;14;44;12,014;12,021;i.O.;n.i.O.;i.O.;
1445;14;45;12,013;12,015;i.O.;i.O.;i.O.;
1446;14;46;12,013;12,018;i.O.;i.O.;i.O.;
1447;14;47;12,013;12,014;i.O.;i.O.;i.O.;
1448;14;48;12,012;12,016;i.O.;i.O.;i.O.;
1449;14;49;12,013;12,013;i.O.;i.O.;i.O.;
1450;14;50;12,013;12,011;i.O.;i.O.;i.O.;
1451;14;51;12,014;12,019;i.O.;n.i.O.;i.O.;
1452;14;52;12,014;12,018;i.O.;i.O.;i.O.;
1453;14;53;12,011;12,011;i.O.;i.O.;i.O.;
1454;14;54;12,014;12,012;i.O.;i.O.;i.O.;
1455;14;55;12,016;12,019;i.O.;n.i.O.;i.O.;
1456;14;56;12,013;12,015;i.O.;i.O.;i.O.;
1457;14;57;12,012;12,017;i.O.;i.O.;i.O.;
1458;14;58;12,014;12,016;i.O.;i.O.;i.O.;
1459;14;59;12,016;12,02;i.O.;n.i.O.;i.O.;
1460;14;60;12,014;12,018;i.O.;i.O.;i.O.;
1461;14;61;12,013;12,015;i.O.;i.O.;i.O.;
1462;14;62;12,014;12,018;i.O.;i.O.;i.O.;
1463;14;63;12,013;12,014;i.O.;i.O.;i.O.;
1464;14;64;12,014;12,03;i.O.;n.i.O.;i.O.;
1465;14;65;12,012;12,011;i.O.;i.O.;i.O.;
1466;14;66;12,014;12,012;i.O.;i.O.;i.O.;
1467;14;67;12,014;12,016;i.O.;i.O.;i.O.;
1468;14;68;12,012;12,014;i.O.;i.O.;i.O.;
1469;14;69;12,013;12,028;i.O.;n.i.O.;i.O.;
1470;14;70;12,014;12,015;i.O.;i.O.;i.O.;
1471;14;71;12,015;12,017;i.O.;i.O.;i.O.;
1472;14;72;12,014;12,016;i.O.;i.O.;i.O.;
1473;14;73;12,016;12,015;i.O.;i.O.;i.O.;
1474;14;74;12,014;12,017;i.O.;i.O.;i.O.;
1475;14;75;12,014;12,014;i.O.;i.O.;i.O.;
1476;14;76;12,014;12,014;i.O.;i.O.;i.O.;
1477;14;77;12,014;12,013;i.O.;i.O.;i.O.;
1478;14;78;12,015;12,012;i.O.;i.O.;i.O.;
1479;14;79;12,013;12,015;i.O.;i.O.;i.O.;
1480;14;80;12,014;12,014;i.O.;i.O.;i.O.;
1481;14;81;12,016;12,016;i.O.;i.O.;i.O.;
1501;15;1;12,013;12,022;i.O.;n.i.O.;i.O.;"2x Vc; 2x f"
1502;15;2;12,014;12,021;i.O.;n.i.O.;i.O.;
1503;15;3;12,014;12,032;i.O.;n.i.O.;i.O.;
1504;15;4;12,015;12,023;i.O.;n.i.O.;i.O.;
1505;15;5;12,014;12,024;i.O.;n.i.O.;i.O.;
1506;15;6;12,015;12,031;i.O.;n.i.O.;i.O.;
1507;15;7;12,018;12,039;i.O.;n.i.O.;i.O.;
1508;15;8;12,018;12,027;i.O.;n.i.O.;i.O.;
1509;15;9;12,016;12,026;i.O.;n.i.O.;i.O.;
1510;15;10;12,015;12,024;i.O.;n.i.O.;i.O.;
1511;15;11;12,017;12,032;i.O.;n.i.O.;i.O.;
1512;15;12;12,015;12,027;i.O.;n.i.O.;i.O.;
1513;15;13;12,015;12,027;i.O.;n.i.O.;i.O.;
1514;15;14;12,016;12,027;i.O.;n.i.O.;i.O.;
1515;15;15;12,017;12,027;i.O.;n.i.O.;i.O.;
1516;15;16;12,016;12,031;i.O.;n.i.O.;i.O.;
1517;15;17;12,015;12,028;i.O.;n.i.O.;i.O.;
1518;15;18;12,016;12,024;i.O.;n.i.O.;i.O.;
1519;15;19;12,015;12,023;i.O.;n.i.O.;i.O.;
1520;15;20;12,015;12,029;i.O.;n.i.O.;i.O.;
1521;15;21;12,015;12,03;i.O.;n.i.O.;i.O.;
1522;15;22;12,015;12,028;i.O.;n.i.O.;i.O.;
1523;15;23;12,015;12,024;i.O.;n.i.O.;i.O.;
1524;15;24;12,016;12,027;i.O.;n.i.O.;i.O.;
1525;15;25;12,014;12,023;i.O.;n.i.O.;i.O.;
1526;15;26;12,014;12,023;i.O.;n.i.O.;i.O.;
1527;15;27;12,017;12,031;i.O.;n.i.O.;i.O.;
1528;15;28;12,016;12,024;i.O.;n.i.O.;i.O.;
1529;15;29;12,017;12,028;i.O.;n.i.O.;i.O.;
1530;15;30;12,013;12,025;i.O.;n.i.O.;i.O.;
1531;15;31;12,018;12,032;i.O.;n.i.O.;i.O.;
1532;15;32;12,018;12,028;i.O.;n.i.O.;i.O.;
1533;15;33;12,015;12,025;i.O.;n.i.O.;i.O.;
1534;15;34;12,016;12,031;i.O.;n.i.O.;i.O.;
1535;15;35;12,015;12,028;i.O.;n.i.O.;i.O.;
1536;15;36;12,016;12,031;i.O.;n.i.O.;i.O.;
1537;15;37;12,014;12,027;i.O.;n.i.O.;i.O.;
1538;15;38;12,014;12,021;i.O.;n.i.O.;i.O.;
1539;15;39;12,015;12,024;i.O.;n.i.O.;i.O.;
1540;15;40;12,016;12,024;i.O.;n.i.O.;i.O.;
1541;15;41;12,018;12,029;i.O.;n.i.O.;i.O.;
1542;15;42;12,015;12,035;i.O.;n.i.O.;i.O.;
1543;15;43;12,016;12,022;i.O.;n.i.O.;i.O.;
1544;15;44;12,015;12,026;i.O.;n.i.O.;i.O.;
1545;15;45;12,015;12,024;i.O.;n.i.O.;i.O.;
1546;15;46;12,018;12,027;i.O.;n.i.O.;i.O.;
1547;15;47;12,012;12,024;i.O.;n.i.O.;i.O.;
1548;15;48;12,016;12,031;i.O.;n.i.O.;i.O.;
1549;15;49;12,014;12,027;i.O.;n.i.O.;i.O.;
1550;15;50;12,015;12,027;i.O.;n.i.O.;i.O.;
1551;15;51;12,02;12,042;n.i.O.;n.i.O.;i.O.;
1552;15;52;12,021;12,03;n.i.O.;n.i.O.;i.O.;
1553;15;53;12,015;12,027;i.O.;n.i.O.;i.O.;
1554;15;54;12,016;12,025;i.O.;n.i.O.;i.O.;
1555;15;55;12,017;12,026;i.O.;n.i.O.;i.O.;
1556;15;56;12,015;12,024;i.O.;n.i.O.;i.O.;
1557;15;57;12,014;12,022;i.O.;n.i.O.;i.O.;
1558;15;58;12,016;12,024;i.O.;n.i.O.;i.O.;
1559;15;59;12,017;12,028;i.O.;n.i.O.;i.O.;
1560;15;60;12,017;12,026;i.O.;n.i.O.;i.O.;
1561;15;61;12,019;12,038;n.i.O.;n.i.O.;i.O.;
1562;15;62;12,019;12,026;n.i.O.;n.i.O.;i.O.;
1563;15;63;12,017;12,024;i.O.;n.i.O.;i.O.;
1564;15;64;12,017;12,032;i.O.;n.i.O.;i.O.;
1565;15;65;12,018;12,023;i.O.;n.i.O.;i.O.;
1566;15;66;12,018;12,03;i.O.;n.i.O.;i.O.;
