Messungen Bohrung 12H7;;;;;;;;
1567;15;67;12,017;12,021;i.O.;n.i.O.;i.O.;
1568;15;68;12,018;12,03;i.O.;n.i.O.;i.O.;
1569;15;69;12,018;12,031;i.O.;n.i.O.;i.O.;
1570;15;70;12,017;12,027;i.O.;n.i.O.;i.O.;
1571;15;71;12,017;12,024;i.O.;n.i.O.;i.O.;
1572;15;72;12,017;12,035;i.O.;n.i.O.;i.O.;
1573;15;73;12,018;12,027;i.O.;n.i.O.;i.O.;
1574;15;74;12,017;12,022;i.O.;n.i.O.;i.O.;
1575;15;75;12,018;12,029;i.O.;n.i.O.;i.O.;
1576;15;76;12,015;12,022;i.O.;n.i.O.;i.O.;
1577;15;77;12,016;12,023;i.O.;n.i.O.;i.O.;
1578;15;78;12,019;12,04;n.i.O.;n.i.O.;i.O.;
1579;15;79;12,021;12,037;n.i.O.;n.i.O.;i.O.;
1580;15;80;12,018;12,026;i.O.;n.i.O.;i.O.;
1581;15;81;12,017;12,03;i.O.;n.i.O.;i.O.;
1601;16;1;12,014;12,035;i.O.;n.i.O.;i.O.;"2x Vc; 1x f"
1602;16;2;12,019;12,027;n.i.O.;n.i.O.;i.O.;
1603;16;3;12,016;12,025;i.O.;n.i.O.;i.O.;
1604;16;4;12,015;12,026;i.O.;n.i.O.;i.O.;
1605;16;5;12,016;12,028;i.O.;n.i.O.;i.O.;
1606;16;6;12,015;12,022;i.O.;n.i.O.;i.O.;
1607;16;7;12,015;12,026;i.O.;n.i.O.;i.O.;
1608;16;8;12,016;12,022;i.O.;n.i.O.;i.O.;
1609;16;9;12,017;12,025;i.O.;n.i.O.;i.O.;
1610;16;10;12,016;12,027;i.O.;n.i.O.;i.O.;
1611;16;11;12,02;12,03;n.i.O.;n.i.O.;i.O.;
1612;16;12;12,017;12,026;i.O.;n.i.O.;i.O.;
1613;16;13;12,014;12,024;i.O.;n.i.O.;i.O.;
1614;16;14;12,02;12,04;n.i.O.;n.i.O.;i.O.;
1615;16;15;12,016;12,027;i.O.;n.i.O.;i.O.;
1616;16;16;12,015;12,041;i.O.;n.i.O.;i.O.;
1617;16;17;12,013;12,039;i.O.;n.i.O.;i.O.;
1618;16;18;12,016;12,027;i.O.;n.i.O.;i.O.;
1619;16;19;12,016;12,049;i.O.;n.i.O.;i.O.;
1620;16;20;12,015;12,023;i.O.;n.i.O.;i.O.;
1621;16;21;12,012;12,026;i.O.;n.i.O.;i.O.;
1622;16;22;12,018;12,03;i.O.;n.i.O.;i.O.;
1623;16;23;12,016;12,027;i.O.;n.i.O.;i.O.;
1624;16;24;12,016;12,025;i.O.;n.i.O.;i.O.;
1625;16;25;12,017;12,04;i.O.;n.i.O.;i.O.;
1626;16;26;12,015;12,024;i.O.;n.i.O.;i.O.;
1627;16;27;12,016;12,03;i.O.;n.i.O.;i.O.;
1628;16;28;12,015;12,033;i.O.;n.i.O.;i.O.;
1629;16;29;12,014;12,027;i.O.;n.i.O.;i.O.;
1630;16;30;12,017;12,038;i.O.;n.i.O.;i.O.;
1631;16;31;12,016;12,029;i.O.;n.i.O.;i.O.;
1632;16;32;12,015;12,023;i.O.;n.i.O.;i.O.;
1633;16;33;12,016;12,026;i.O.;n.i.O.;i.O.;
1634;16;34;12,014;12,03;i.O.;n.i.O.;i.O.;
1635;16;35;12,014;12,024;i.O.;n.i.O.;i.O.;
1636;16;36;12,014;12,025;i.O.;n.i.O.;i.O.;
1637;16;37;12,016;12,026;i.O.;n.i.O.;i.O.;
1638;16;38;12,018;12,029;i.O.;n.i.O.;i.O.;
1639;16;39;12,017;12,023;i.O.;n.i.O.;i.O.;
1640;16;40;12,013;12,022;i.O.;n.i.O.;i.O.;
1641;16;41;12,014;12,031;i.O.;n.i.O.;i.O.;
1642;16;42;12,012;12,021;i.O.;n.i.O.;i.O.;
1643;16;43;12,013;12,026;i.O.;n.i.O.;i.O.;
1644;16;44;12,014;12,027;i.O.;n.i.O.;i.O.;
1645;16;45;12,015;12,026;i.O.;n.i.O.;i.O.;
1646;16;46;12,016;12,023;i.O.;n.i.O.;i.O.;
1647;16;47;12,018;12,025;i.O.;n.i.O.;i.O.;
1648;16;48;12,014;12,026;i.O.;n.i.O.;i.O.;
1649;16;49;12,018;12,035;i.O.;n.i.O.;i.O.;
1650;16;50;12,016;12,029;i.O.;n.i.O.;i.O.;
1651;16;51;12,016;12,03;i.O.;n.i.O.;i.O.;
1652;16;52;12,014;12,024;i.O.;n.i.O.;i.O.;
1653;16;53;12,014;12,041;i.O.;n.i.O.;i.O.;
1654;16;54;12,018;12,033;i.O.;n.i.O.;i.O.;
1655;16;55;12,016;12,06;i.O.;n.i.O.;i.O.;
1656;16;56;12,015;12,027;i.O.;n.i.O.;i.O.;
1657;16;57;12,013;12,025;i.O.;n.i.O.;i.O.;
1658;16;58;12,014;12,027;i.O.;n.i.O.;i.O.;
1659;16;59;12,015;12,032;i.O.;n.i.O.;i.O.;
1660;16;60;12,014;12,03;i.O.;n.i.O.;i.O.;
1661;16;61;12,014;12,028;i.O.;n.i.O.;i.O.;
1662;16;62;12,013;12,022;i.O.;n.i.O.;i.O.;
1663;16;63;12,015;12,024;i.O.;n.i.O.;i.O.;
1664;16;64;12,013;12,033;i.O.;n.i.O.;i.O.;
1665;16;65;12,013;12,028;i.O.;n.i.O.;i.O.;
1666;16;66;12,014;12,026;i.O.;n.i.O.;i.O.;
1667;16;67;12,015;12,033;i.O.;n.i.O.;i.O.;
1668;16;68;12,014;12,023;i.O.;n.i.O.;i.O.;
1669;16;69;12,015;12,023;i.O.;n.i.O.;i.O.;
1670;16;70;12,013;12,023;i.O.;n.i.O.;i.O.;
1671;16;71;12,014;12,028;i.O.;n.i.O.;i.O.;
1672;16;72;12,018;12,028;i.O.;n.i.O.;i.O.;
1673;16;73;12,015;12,026;i.O.;n.i.O.;i.O.;
1674;16;74;12,013;12,023;i.O.;n.i.O.;i.O.;
1675;16;75;12,014;12,029;i.O.;n.i.O.;i.O.;
1676;16;76;12,016;12,03;i.O.;n.i.O.;i.O.;
1677;16;77;12,014;12,019;i.O.;n.i.O.;i.O.;
1678;16;78;12,014;12,024;i.O.;n.i.O.;i.O.;
1679;16;79;12,016;12,028;i.O.;n.i.O.;i.O.;
1680;16;80;12,015;12,024;i.O.;n.i.O.;i.O.;
1681;16;81;12,02;12,036;n.i.O.;n.i.O.;i.O.;
1701;17;1;12,013;12,026;i.O.;n.i.O.;i.O.;"1x Vc; 2x f"
1702;17;2;12,009;12,024;i.O.;n.i.O.;i.O.;
1703;17;3;12,013;12,022;i.O.;n.i.O.;i.O.;
1704;17;4;12,013;12,024;i.O.;n.i.O.;i.O.;
1705;17;5;12,009;12,021;i.O.;n.i.O.;i.O.;
1706;17;6;12,011;12,022;i.O.;n.i.O.;i.O.;
1707;17;7;12,011;12,025;i.O.;n.i.O.;i.O.;
1708;17;8;12,011;12,024;i.O.;n.i.O.;i.O.;
1709;17;9;12,012;12,026;i.O.;n.i.O.;i.O.;
1710;17;10;12,012;12,022;i.O.;n.i.O.;i.O.;
1711;17;11;12,011;12,021;i.O.;n.i.O.;i.O.;
1712;17;12;12,01;12,021;i.O.;n.i.O.;i.O.;
1713;17;13;12,011;12,02;i.O.;n.i.O.;i.O.;
1714;17;14;12,011;12,02;i.O.;n.i.O.;i.O.;
1715;17;15;12,009;12,018;i.O.;i.O.;i.O.;
1716;17;16;12,011;12,024;i.O.;n.i.O.;i.O.;
1717;17;17;12,011;12,02;i.O.;n.i.O.;i.O.;
1718;17;18;12,009;12,025;i.O.;n.i.O.;i.O.;
1719;17;19;12,011;12,024;i.O.;n.i.O.;i.O.;
1720;17;20;12,009;12,019;i.O.;n.i.O.;i.O.;
1721;17;21;12,01;12,022;i.O.;n.i.O.;i.O.;
1722;17;22;12,01;12,022;i.O.;n.i.O.;i.O.;
1723;17;23;12,011;12,026;i.O.;n.i.O.;i.O.;
1724;17;24;12,01;12,024;i.O.;n.i.O.;i.O.;
1725;17;25;12,01;12,023;i.O.;n.i.O.;i.O.;
1726;17;26;12,01;12,022;i.O.;n.i.O.;i.O.;
1727;17;27;12,009;12,023;i.O.;n.i.O.;i.O.;
1728;17;28;12,009;12,024;i.O.;n.i.O.;i.O.;
1729;17;29;12,01;12,024;i.O.;n.i.O.;i.O.;
1730;17;30;12,011;12,024;i.O.;n.i.O.;i.O.;
1731;17;31;12,011;12,023;i.O.;n.i.O.;i.O.;
1732;17;32;12,011;12,023;i.O.;n.i.O.;i.O.;
1733;17;33;12,009;12,025;i.O.;n.i.O.;i.O.;
1734;17;34;12,009;12,024;i.O.;n.i.O.;i.O.;
1735;17;35;12,013;12,024;i.O.;n.i.O.;i.O.;
1736;17;36;12,01;12,025;i.O.;n.i.O.;i.O.;
1737;17;37;12,01;12,019;i.O.;n.i.O.;i.O.;
1738;17;38;12,011;12,023;i.O.;n.i.O.;i.O.;
1739;17;39;12,009;12,024;i.O.;n.i.O.;i.O.;
1740;17;40;12,011;12,025;i.O.;n.i.O.;i.O.;
1741;17;41;12,008;12,021;i.O.;n.i.O.;i.O.;
1742;17;42;12,013;12,024;i.O.;n.i.O.;i.O.;
1743;17;43;12,01;12,023;i.O.;n.i.O.;i.O.;
1744;17;44;12,01;12,023;i.O.;n.i.O.;i.O.;
1745;17;45;12,011;12,024;i.O.;n.i.O.;i.O.;
1746;17;46;12,009;12,023;i.O.;n.i.O.;i.O.;
1747;17;47;12,013;12,022;i.O.;n.i.O.;i.O.;
1748;17;48;12,012;12,024;i.O.;n.i.O.;i.O.;
1749;17;49;12,011;12,022;i.O.;n.i.O.;i.O.;
1750;17;50;12,011;12,02;i.O.;n.i.O.;i.O.;
1751;17;51;12,011;12,026;i.O.;n.i.O.;i.O.;
1752;17;52;12,011;12,03;i.O.;n.i.O.;i.O.;
1753;17;53;12,009;12,022;i.O.;n.i.O.;i.O.;
1754;17;54;12,007;12,023;i.O.;n.i.O.;i.O.;
1755;17;55;12,01;12,023;i.O.;n.i.O.;i.O.;
1756;17;56;12,012;12,025;i.O.;n.i.O.;i.O.;
1757;17;57;12,011;12,021;i.O.;n.i.O.;i.O.;
1758;17;58;12,01;12,017;i.O.;i.O.;i.O.;
1759;17;59;12,01;12,023;i.O.;n.i.O.;i.O.;
1760;17;60;12,01;12,024;i.O.;n.i.O.;i.O.;
1761;17;61;12,012;12,027;i.O.;n.i.O.;i.O.;
1762;17;62;12,011;12,026;i.O.;n.i.O.;i.O.;
1763;17;63;12,014;12,021;i.O.;n.i.O.;i.O.;
1764;17;64;12,011;12,024;i.O.;n.i.O.;i.O.;
1765;17;65;12,011;12,022;i.O.;n.i.O.;i.O.;
1766;17;66;12,009;12,021;i.O.;n.i.O.;i.O.;
1767;17;67;12,011;12,025;i.O.;n.i.O.;i.O.;
1768;17;68;12,01;12,021;i.O.;n.i.O.;i.O.;
1769;17;69;12,012;12,028;i.O.;n.i.O.;i.O.;
1770;17;70;12,01;12,023;i.O.;n.i.O.;i.O.;
1771;17;71;12,012;12,023;i.O.;n.i.O.;i.O.;
1772;17;72;12,014;12,023;i.O.;n.i.O.;i.O.;
1773;17;73;12,012;12,024;i.O.;n.i.O.;i.O.;
1774;17;74;12,013;12,02;i.O.;n.i.O.;i.O.;
1775;17;75;12,01;12,023;i.O.;n.i.O.;i.O.;
1776;17;76;12,013;12,027;i.O.;n.i.O.;i.O.;
1777;17;77;12,012;12,023;i.O.;n.i.O.;i.O.;
1778;17;78;12,012;12,024;i.O.;n.i.O.;i.O.;
1779;17;79;12,012;12,027;i.O.;n.i.O.;i.O.;
1780;17;80;12,01;12,02;i.O.;n.i.O.;i.O.;
1781;17;81;12,009;12,018;i.O.;i.O.;i.O.;
1801;18;1;12,013;12,026;i.O.;n.i.O.;i.O.;"3x Vc; 3x f"
1802;18;2;12,018;12,032;i.O.;n.i.O.;i.O.;
1803;18;3;12,016;12,029;i.O.;n.i.O.;i.O.;
1804;18;4;12,019;12,038;n.i.O.;n.i.O.;i.O.;
1805;18;5;12,022;12,04;n.i.O.;n.i.O.;i.O.;
1806;18;6;12,019;12,031;n.i.O.;n.i.O.;i.O.;
1807;18;7;12,019;12,028;n.i.O.;n.i.O.;i.O.;
1808;18;8;12,02;12,031;n.i.O.;n.i.O.;i.O.;
1809;18;9;12,025;12,043;n.i.O.;n.i.O.;i.O.;
1810;18;10;12,019;12,032;n.i.O.;n.i.O.;i.O.;
1811;18;11;12,019;12,031;n.i.O.;n.i.O.;i.O.;
1812;18;12;12,019;12,035;n.i.O.;n.i.O.;i.O.;
1813;18;13;12,021;12,033;n.i.O.;n.i.O.;i.O.;
1814;18;14;12,025;12,037;n.i.O.;n.i.O.;i.O.;
1815;18;15;12,019;12,033;n.i.O.;n.i.O.;i.O.;
1816;18;16;12,017;12,03;i.O.;n.i.O.;i.O.;
1817;18;17;12,019;12,042;n.i.O.;n.i.O.;i.O.;
1818;18;18;12,02;12,034;n.i.O.;n.i.O.;i.O.;
1819;18;19;12,025;12,041;n.i.O.;n.i.O.;i.O.;
1820;18;20;12,027;12,046;n.i.O.;n.i.O.;n.i.O.;
1821;18;21;12,024;12,034;n.i.O.;n.i.O.;i.O.;
1822;18;22;12,019;12,033;n.i.O.;n.i.O.;i.O.;
1823;18;23;12,022;12,036;n.i.O.;n.i.O.;i.O.;
1824;18;24;12,025;12,042;n.i.O.;n.i.O.;i.O.;
1825;18;25;12,018;12,029;i.O.;n.i.O.;i.O.;
1826;18;26;12,016;12,036;i.O.;n.i.O.;i.O.;
1827;18;27;12,019;12,034;n.i.O.;n.i.O.;i.O.;
1828;18;28;12,019;12,038;n.i.O.;n.i.O.;i.O.;
1829;18;29;12,019;12,029;n.i.O.;n.i.O.;i.O.;
1830;18;30;12,018;12,035;i.O.;n.i.O.;i.O.;
1831;18;31;12,02;12,037;n.i.O.;n.i.O.;i.O.;
1832;18;32;12,019;12,037;n.i.O.;n.i.O.;i.O.;
1833;18;33;12,02;12,032;n.i.O.;n.i.O.;i.O.;
1834;18;34;12,024;12,039;n.i.O.;n.i.O.;i.O.;
1835;18;35;12,018;12,029;i.O.;n.i.O.;i.O.;
1836;18;36;12,021;12,038;n.i.O.;n.i.O.;i.O.;
1837;18;37;12,021;12,034;n.i.O.;n.i.O.;i.O.;
1838;18;38;12,023;12,037;n.i.O.;n.i.O.;i.O.;
1839;18;39;12,028;12,04;n.i.O.;n.i.O.;n.i.O.;
1840;18;40;12,023;12,033;n.i.O.;n.i.O.;i.O.;
1841;18;41;12,022;12,039;n.i.O.;n.i.O.;i.O.;
1842;18;42;12,022;12,042;n.i.O.;n.i.O.;i.O.;
1843;18;43;12,019;12,035;n.i.O.;n.i.O.;i.O.;
1844;18;44;12,021;12,028;n.i.O.;n.i.O.;i.O.;
1845;18;45;12,022;12,031;n.i.O.;n.i.O.;i.O.;
1846;18;46;12,026;12,044;n.i.O.;n.i.O.;n.i.O.;
1847;18;47;12,021;12,031;n.i.O.;n.i.O.;i.O.;
1848;18;48;12,027;12,042;n.i.O.;n.i.O.;n.i.O.;
1849;18;49;12,019;12,028;n.i.O.;n.i.O.;i.O.;
1850;18;50;12,022;12,037;n.i.O.;n.i.O.;i.O.;
1851;18;51;12,018;12,028;i.O.;n.i.O.;i.O.;
1852;18;52;12,019;12,031;n.i.O.;n.i.O.;i.O.;
1853;18;53;12,024;12,036;n.i.O.;n.i.O.;n.i.O.;
1854;18;54;12,022;12,035;n.i.O.;n.i.O.;i.O.;
1855;18;55;12,024;12,035;n.i.O.;n.i.O.;n.i.O.;
1856;18;56;12,021;12,034;n.i.O.;n.i.O.;i.O.;
1857;18;57;12,019;12,03;n.i.O.;n.i.O.;i.O.;
1858;18;58;12,022;12,033;n.i.O.;n.i.O.;i.O.;
1859;18;59;12,023;12,037;n.i.O.;n.i.O.;i.O.;
1860;18;60;12,021;12,042;n.i.O.;n.i.O.;i.O.;
1861;18;61;12,019;12,028;n.i.O.;n.i.O.;i.O.;
1862;18;62;12,024;12,039;n.i.O.;n.i.O.;n.i.O.;
1863;18;63;12,018;12,038;i.O.;n.i.O.;i.O.;
1864;18;64;12,02;12,028;n.i.O.;n.i.O.;i.O.;
1865;18;65;12,02;12,032;n.i.O.;n.i.O.;i.O.;
1866;18;66;12,027;12,038;n.i.O.;n.i.O.;n.i.O.;
1867;18;67;12,023;12,042;n.i.O.;n.i.O.;i.O.;
1868;18;68;12,021;12,034;n.i.O.;n.i.O.;i.O.;
1869;18;69;12,018;12,03;i.O.;n.i.O.;i.O.;
1870;18;70;12,02;12,032;n.i.O.;n.i.O.;i.O.;
1871;18;71;12,019;12,027;n.i.O.;n.i.O.;i.O.;
1872;18;72;12,022;12,044;n.i.O.;n.i.O.;i.O.;
1873;18;73;12,03;12,042;n.i.O.;n.i.O.;n.i.O.;
1874;18;74;12,019;12,016;n.i.O.;i.O.;i.O.;
1875;18;75;12,021;12,04;n.i.O.;n.i.O.;i.O.;
1876;18;76;12,022;12,035;n.i.O.;n.i.O.;i.O.;
1877;18;77;12,023;12,033;n.i.O.;n.i.O.;i.O.;
1878;18;78;12,025;12,036;n.i.O.;n.i.O.;n.i.O.;
1879;18;79;12,02;12,033;n.i.O.;n.i.O.;i.O.;
1880;18;80;12,02;12,039;n.i.O.;n.i.O.;i.O.;
1881;18;81;12,023;12,033;n.i.O.;n.i.O.;i.O.;
1901;19;1;12,013;12,018;i.O.;i.O.;i.O.;1x Vc, 1x f
1902;19;2;12,012;12,022;i.O.;n.i.O.;i.O.;
1903;19;3;12,013;12,018;i.O.;i.O.;i.O.;
1904;19;4;12,012;12,024;i.O.;n.i.O.;i.O.;
1905;19;5;12,011;12,019;i.O.;n.i.O.;i.O.;
1906;19;6;12,011;12,02;i.O.;n.i.O.;i.O.;
1907;19;7;12,011;12,023;i.O.;n.i.O.;i.O.;
1908;19;8;12,011;12,018;i.O.;i.O.;i.O.;
1909;19;9;12,01;12,015;i.O.;i.O.;i.O.;
1910;19;10;12,01;12,019;i.O.;n.i.O.;i.O.;
1911;19;11;12,011;12,023;i.O.;n.i.O.;i.O.;
1912;19;12;12,011;12,02;i.O.;n.i.O.;i.O.;
1913;19;13;12,01;12,022;i.O.;n.i.O.;i.O.;
1914;19;14;12,01;12,019;i.O.;n.i.O.;i.O.;
1915;19;15;12,011;12,021;i.O.;n.i.O.;i.O.;
1916;19;16;12,01;12,02;i.O.;n.i.O.;i.O.;
1917;19;17;12,01;12,016;i.O.;i.O.;i.O.;
1918;19;18;12,009;12,026;i.O.;n.i.O.;i.O.;
1919;19;19;12,01;12,02;i.O.;n.i.O.;i.O.;
1920;19;20;12,009;12,017;i.O.;i.O.;i.O.;
1921;19;21;12,011;12,022;i.O.;n.i.O.;i.O.;
1922;19;22;12,01;12,02;i.O.;n.i.O.;i.O.;
1923;19;23;12,01;12,018;i.O.;i.O.;i.O.;
1924;19;24;12,009;12,018;i.O.;i.O.;i.O.;
1925;19;25;12,01;12,024;i.O.;n.i.O.;i.O.;
1926;19;26;12,007;12,016;i.O.;i.O.;i.O.;
1927;19;27;12,011;12,02;i.O.;n.i.O.;i.O.;
1928;19;28;12,01;12,027;i.O.;n.i.O.;i.O.;
1929;19;29;12,011;12,021;i.O.;n.i.O.;i.O.;
1930;19;30;12,01;12,022;i.O.;n.i.O.;i.O.;
1931;19;31;12,011;12,019;i.O.;n.i.O.;i.O.;
1932;19;32;12,009;12,018;i.O.;i.O.;i.O.;
1933;19;33;12,01;12,019;i.O.;n.i.O.;i.O.;
1934;19;34;12,008;12,02;i.O.;n.i.O.;i.O.;
1935;19;35;12,008;12,024;i.O.;n.i.O.;i.O.;
1936;19;36;12,009;12,019;i.O.;n.i.O.;i.O.;
1937;19;37;12,01;12,021;i.O.;n.i.O.;i.O.;
1938;19;38;12,011;12,019;i.O.;n.i.O.;i.O.;
1939;19;39;12,011;12,024;i.O.;n.i.O.;i.O.;
1940;19;40;12,008;12,015;i.O.;i.O.;i.O.;
1941;19;41;12,01;12,018;i.O.;i.O.;i.O.;
1942;19;42;12,008;12,017;i.O.;i.O.;i.O.;
1943;19;43;12,009;12,023;i.O.;n.i.O.;i.O.;
1944;19;44;12,012;12,021;i.O.;n.i.O.;i.O.;
1945;19;45;12,009;12,02;i.O.;n.i.O.;i.O.;
1946;19;46;12,011;12,017;i.O.;i.O.;i.O.;
1947;19;47;12,01;12,023;i.O.;n.i.O.;i.O.;
1948;19;48;12,011;12,018;i.O.;i.O.;i.O.;
1949;19;49;12,01;12,015;i.O.;i.O.;i.O.;
1950;19;50;12,01;12,019;i.O.;n.i.O.;i.O.;
1951;19;51;12,012;12,025;i.O.;n.i.O.;i.O.;
1952;19;52;12,009;12,015;i.O.;i.O.;i.O.;
1953;19;53;12,011;12,016;i.O.;i.O.;i.O.;
1954;19;54;12,007;12,016;i.O.;i.O.;i.O.;
1955;19;55;12,009;12,018;i.O.;i.O.;i.O.;
1956;19;56;12,01;12,02;i.O.;n.i.O.;i.O.;
1957;19;57;12,009;12,02;i.O.;n.i.O.;i.O.;
1958;19;58;12,012;12,02;i.O.;n.i.O.;i.O.;
1959;19;59;12,01;12,016;i.O.;i.O.;i.O.;
1960;19;60;12,01;12,015;i.O.;i.O.;i.O.;
1961;19;61;12,012;12,019;i.O.;n.i.O.;i.O.;
1962;19;62;12,01;12,02;i.O.;n.i.O.;i.O.;
1963;19;63;12,012;12,019;i.O.;n.i.O.;i.O.;
1964;19;64;12,013;12,026;i.O.;n.i.O.;i.O.;
1965;19;65;12,012;12,021;i.O.;n.i.O.;i.O.;
1966;19;66;12,01;12,021;i.O.;n.i.O.;i.O.;
1967;19;67;12,01;12,018;i.O.;i.O.;i.O.;
1968;19;68;12,009;12,02;i.O.;n.i.O.;i.O.;
1969;19;69;12,011;12,019;i.O.;n.i.O.;i.O.;
1970;19;70;12,01;12,019;i.O.;n.i.O.;i.O.;
1971;19;71;12,01;12,013;i.O.;i.O.;i.O.;
1972;19;72;12,012;12,021;i.O.;n.i.O.;i.O.;
1973;19;73;12,011;12,017;i.O.;i.O.;i.O.;
1974;19;74;12,014;12,02;i.O.;n.i.O.;i.O.;
1975;19;75;12,01;12,015;i.O.;i.O.;i.O.;
1976;19;76;12,013;12,018;i.O.;i.O.;i.O.;
1977;19;77;12,011;12,018;i.O.;i.O.;i.O.;
1978;19;78;12,012;12,017;i.O.;i.O.;i.O.;
1979;19;79;12,008;12,02;i.O.;n.i.O.;i.O.;
1980;19;80;12,009;12,018;i.O.;i.O.;i.O.;
1981;19;81;12,013;12,023;i.O.;n.i.O.;i.O.;
2001;20;1;12,015;12,026;i.O.;n.i.O.;i.O.;"3x Vc; 3x f"
2002;20;2;12,016;12,027;i.O.;n.i.O.;i.O.;
2003;20;3;12,016;12,038;i.O.;n.i.O.;i.O.;
2004;20;4;12,016;12,029;i.O.;n.i.O.;i.O.;
2005;20;5;12,016;12,022;i.O.;n.i.O.;i.O.;
2006;20;6;12,02;12,029;n.i.O.;n.i.O.;i.O.;
2007;20;7;12,017;12,03;i.O.;n.i.O.;i.O.;
2008;20;8;12,017;12,023;i.O.;n.i.O.;i.O.;
2009;20;9;12,014;12,022;i.O.;n.i.O.;i.O.;
2010;20;10;12,015;12,036;i.O.;n.i.O.;i.O.;
2011;20;11;12,02;12,04;n.i.O.;n.i.O.;i.O.;
2012;20;12;12,023;12,039;n.i.O.;n.i.O.;i.O.;
2013;20;13;12,021;12,033;n.i.O.;n.i.O.;i.O.;
2014;20;14;12,024;12,037;n.i.O.;n.i.O.;i.O.;
2015;20;15;12,017;12,036;i.O.;n.i.O.;i.O.;
2016;20;16;12,018;12,03;i.O.;n.i.O.;i.O.;
2017;20;17;12,017;12,031;i.O.;n.i.O.;i.O.;
2018;20;18;12,018;12,035;i.O.;n.i.O.;i.O.;
2019;20;19;12,018;12,027;i.O.;n.i.O.;i.O.;
2020;20;20;12,022;12,04;n.i.O.;n.i.O.;i.O.;
2021;20;21;12,018;12,026;i.O.;n.i.O.;i.O.;
2022;20;22;12,015;12,025;i.O.;n.i.O.;i.O.;
2023;20;23;12,02;12,033;n.i.O.;n.i.O.;i.O.;
2024;20;24;12,017;12,037;i.O.;n.i.O.;i.O.;
2025;20;25;12,021;12,035;n.i.O.;n.i.O.;i.O.;
2026;20;26;12,016;12,034;i.O.;n.i.O.;i.O.;
2027;20;27;12,02;12,026;n.i.O.;n.i.O.;i.O.;
2028;20;28;12,016;12,025;i.O.;n.i.O.;i.O.;
2029;20;29;12,015;12,026;i.O.;n.i.O.;i.O.;
2030;20;30;12,019;12,036;n.i.O.;n.i.O.;i.O.;
2031;20;31;12,018;12,027;i.O.;n.i.O.;i.O.;
2032;20;32;12,017;12,029;i.O.;n.i.O.;i.O.;
2033;20;33;12,018;12,032;i.O.;n.i.O.;i.O.;
2034;20;34;12,019;12,034;n.i.O.;n.i.O.;i.O.;
2035;20;35;12,016;12,024;i.O.;n.i.O.;i.O.;
2036;20;36;12,016;12,034;i.O.;n.i.O.;i.O.;
2037;20;37;12,023;12,032;n.i.O.;n.i.O.;i.O.;
2038;20;38;12,017;12,021;i.O.;n.i.O.;i.O.;
2039;20;39;12,017;12,027;i.O.;n.i.O.;i.O.;
2040;20;40;12,016;12,024;i.O.;n.i.O.;i.O.;
2041;20;41;12,017;12,031;i.O.;n.i.O.;i.O.;
2042;20;42;12,023;12,042;n.i.O.;n.i.O.;i.O.;
2043;20;43;12,018;12,029;i.O.;n.i.O.;i.O.;
2044;20;44;12,019;12,026;n.i.O.;n.i.O.;i.O.;
2045;20;45;12,021;12,03;n.i.O.;n.i.O.;i.O.;
2046;20;46;12,016;12,025;i.O.;n.i.O.;i.O.;
2047;20;47;12,019;12,03;n.i.O.;n.i.O.;i.O.;
