Messungen Bohrung 12H7;;;;;;;;
2528;25;28;12,011;12,021;i.O.;n.i.O.;i.O.;
2529;25;29;12,011;12,019;i.O.;n.i.O.;i.O.;
2530;25;30;12,01;12,021;i.O.;n.i.O.;i.O.;
2531;25;31;12,01;12,018;i.O.;i.O.;i.O.;
2532;25;32;12,012;12,033;i.O.;n.i.O.;i.O.;
2533;25;33;12,011;12,021;i.O.;n.i.O.;i.O.;
2534;25;34;12,015;12,029;i.O.;n.i.O.;i.O.;
2535;25;35;12,012;12,034;i.O.;n.i.O.;i.O.;
2536;25;36;12,013;12,027;i.O.;n.i.O.;i.O.;
2537;25;37;12,014;12,025;i.O.;n.i.O.;i.O.;
2538;25;38;12,012;12,019;i.O.;n.i.O.;i.O.;
2539;25;39;12,012;12,03;i.O.;n.i.O.;i.O.;
2540;25;40;12,012;12,024;i.O.;n.i.O.;i.O.;
2541;25;41;12,011;12,022;i.O.;n.i.O.;i.O.;
2542;25;42;12,013;12,02;i.O.;n.i.O.;i.O.;
2543;25;43;12,012;12,024;i.O.;n.i.O.;i.O.;
2544;25;44;12,013;12,02;i.O.;n.i.O.;i.O.;
2545;25;45;12,013;12,023;i.O.;n.i.O.;i.O.;
2546;25;46;12,012;12,022;i.O.;n.i.O.;i.O.;
2547;25;47;12,01;12,016;i.O.;i.O.;i.O.;
2548;25;48;12,011;12,022;i.O.;n.i.O.;i.O.;
2549;25;49;12,009;12,018;i.O.;i.O.;i.O.;
2550;25;50;12,011;12,019;i.O.;n.i.O.;i.O.;
2551;25;51;12,013;12,022;i.O.;n.i.O.;i.O.;
2552;25;52;12,013;12,025;i.O.;n.i.O.;i.O.;
2553;25;53;12,012;12,018;i.O.;i.O.;i.O.;
2554;25;54;12,014;12,022;i.O.;n.i.O.;i.O.;
2555;25;55;12,012;12,024;i.O.;n.i.O.;i.O.;
2556;25;56;12,013;12,022;i.O.;n.i.O.;i.O.;
2557;25;57;12,013;12,019;i.O.;n.i.O.;i.O.;
2558;25;58;12,012;12,032;i.O.;n.i.O.;i.O.;
2559;25;59;12,011;12,02;i.O.;n.i.O.;i.O.;
2560;25;60;12,015;12,031;i.O.;n.i.O.;i.O.;
2561;25;61;12,017;12,029;i.O.;n.i.O.;i.O.;
2562;25;62;12,013;12,026;i.O.;n.i.O.;i.O.;
2563;25;63;12,013;12,023;i.O.;n.i.O.;i.O.;
2564;25;64;12,016;12,029;i.O.;n.i.O.;i.O.;
2565;25;65;12,015;12,032;i.O.;n.i.O.;i.O.;
2566;25;66;12,011;12,021;i.O.;n.i.O.;i.O.;
2567;25;67;12,014;12,024;i.O.;n.i.O.;i.O.;
2568;25;68;12,013;12,021;i.O.;n.i.O.;i.O.;
2569;25;69;12,013;12,021;i.O.;n.i.O.;i.O.;
2570;25;70;12,012;12,026;i.O.;n.i.O.;i.O.;
2571;25;71;12,015;12,023;i.O.;n.i.O.;i.O.;
2572;25;72;12,013;12,02;i.O.;n.i.O.;i.O.;
2573;25;73;12,013;12,021;i.O.;n.i.O.;i.O.;
2574;25;74;12,013;12,025;i.O.;n.i.O.;i.O.;
2575;25;75;12,014;12,021;i.O.;n.i.O.;i.O.;
2576;25;76;12,015;12,023;i.O.;n.i.O.;i.O.;
2577;25;77;12,014;12,02;i.O.;n.i.O.;i.O.;
2578;25;78;12,014;12,024;i.O.;n.i.O.;i.O.;
2579;25;79;12,013;12,022;i.O.;n.i.O.;i.O.;
2580;25;80;12,012;12,026;i.O.;n.i.O.;i.O.;
2581;25;81;12,014;12,03;i.O.;n.i.O.;i.O.;
2601;26;1;12,008;12,029;i.O.;n.i.O.;i.O.;"1x Vc; 3x f"
2602;26;2;12,008;12,017;i.O.;i.O.;i.O.;
2603;26;3;12,01;12,022;i.O.;n.i.O.;i.O.;
2604;26;4;12,009;12,021;i.O.;n.i.O.;i.O.;
2605;26;5;12,008;12,015;i.O.;i.O.;i.O.;
2606;26;6;12,011;12,018;i.O.;i.O.;i.O.;
2607;26;7;12,008;12,013;i.O.;i.O.;i.O.;
2608;26;8;12,01;12,014;i.O.;i.O.;i.O.;
2609;26;9;12,014;12,019;i.O.;n.i.O.;i.O.;
2610;26;10;12,011;12,026;i.O.;n.i.O.;i.O.;
2611;26;11;12,01;12,018;i.O.;i.O.;i.O.;
2612;26;12;12,009;12,024;i.O.;n.i.O.;i.O.;
2613;26;13;12,013;12,024;i.O.;n.i.O.;i.O.;
2614;26;14;12,01;12,029;i.O.;n.i.O.;i.O.;
2615;26;15;12,008;12,018;i.O.;i.O.;i.O.;
2616;26;16;12,008;12,021;i.O.;n.i.O.;i.O.;
2617;26;17;12,01;12,016;i.O.;i.O.;i.O.;
2618;26;18;12,011;12,015;i.O.;i.O.;i.O.;
2619;26;19;12,01;12,018;i.O.;i.O.;i.O.;
2620;26;20;12,011;12,019;i.O.;n.i.O.;i.O.;
2621;26;21;12,01;12,019;i.O.;n.i.O.;i.O.;
2622;26;22;12,009;12,017;i.O.;i.O.;i.O.;
2623;26;23;12,009;12,018;i.O.;i.O.;i.O.;
2624;26;24;12,012;12,026;i.O.;n.i.O.;i.O.;
2625;26;25;12,007;12,015;i.O.;i.O.;i.O.;
2626;26;26;12,008;12,016;i.O.;i.O.;i.O.;
2627;26;27;12,012;12,022;i.O.;n.i.O.;i.O.;
2628;26;28;12,011;12,021;i.O.;n.i.O.;i.O.;
2629;26;29;12,009;12,018;i.O.;i.O.;i.O.;
2630;26;30;12,007;12,02;i.O.;n.i.O.;i.O.;
2631;26;31;12,01;12,02;i.O.;n.i.O.;i.O.;
2632;26;32;12,007;12,018;i.O.;i.O.;i.O.;
2633;26;33;12,008;12,017;i.O.;i.O.;i.O.;
2634;26;34;12,009;12,012;i.O.;i.O.;i.O.;
2635;26;35;12,011;12,018;i.O.;i.O.;i.O.;
2636;26;36;12,012;12,014;i.O.;i.O.;i.O.;
2637;26;37;12,008;12,02;i.O.;n.i.O.;i.O.;
2638;26;38;12,008;12,014;i.O.;i.O.;i.O.;
2639;26;39;12,013;12,023;i.O.;n.i.O.;i.O.;
2640;26;40;12,008;12,016;i.O.;i.O.;i.O.;
2641;26;41;12,009;12,017;i.O.;i.O.;i.O.;
2642;26;42;12,008;12,017;i.O.;i.O.;i.O.;
2643;26;43;12,011;12,022;i.O.;n.i.O.;i.O.;
2644;26;44;12,012;12,021;i.O.;n.i.O.;i.O.;
2645;26;45;12,005;12,016;i.O.;i.O.;i.O.;
2646;26;46;12,007;12,02;i.O.;n.i.O.;i.O.;
2647;26;47;12,011;12,017;i.O.;i.O.;i.O.;
2648;26;48;12,009;12,016;i.O.;i.O.;i.O.;
2649;26;49;12,008;12,015;i.O.;i.O.;i.O.;
2650;26;50;12,012;12,02;i.O.;n.i.O.;i.O.;
2651;26;51;12,013;12,026;i.O.;n.i.O.;i.O.;
2652;26;52;12,009;12,021;i.O.;n.i.O.;i.O.;
2653;26;53;12,009;12,02;i.O.;n.i.O.;i.O.;
2654;26;54;12,008;12,026;i.O.;n.i.O.;i.O.;
2655;26;55;12,009;12,027;i.O.;n.i.O.;i.O.;
2656;26;56;12,007;12,019;i.O.;n.i.O.;i.O.;
2657;26;57;12,009;12,02;i.O.;n.i.O.;i.O.;
2658;26;58;12,013;12,024;i.O.;n.i.O.;i.O.;
2659;26;59;12,009;12,019;i.O.;n.i.O.;i.O.;
2660;26;60;12,009;12,021;i.O.;n.i.O.;i.O.;
2661;26;61;12,006;12,017;i.O.;i.O.;i.O.;
2662;26;62;12,007;12,017;i.O.;i.O.;i.O.;
2663;26;63;12,011;12,02;i.O.;n.i.O.;i.O.;
2664;26;64;12,009;12,022;i.O.;n.i.O.;i.O.;
2665;26;65;12,008;12,015;i.O.;i.O.;i.O.;
2666;26;66;12,009;12,017;i.O.;i.O.;i.O.;
2667;26;67;12,01;12,018;i.O.;i.O.;i.O.;
2668;26;68;12,008;12,018;i.O.;i.O.;i.O.;
2669;26;69;12,006;12,016;i.O.;i.O.;i.O.;
2670;26;70;12,013;12,026;i.O.;n.i.O.;i.O.;
2671;26;71;12,012;12,028;i.O.;n.i.O.;i.O.;
2672;26;72;12,012;12,02;i.O.;n.i.O.;i.O.;
2673;26;73;12,01;12,021;i.O.;n.i.O.;i.O.;
2674;26;74;12,01;12,019;i.O.;n.i.O.;i.O.;
2675;26;75;12,01;12,018;i.O.;i.O.;i.O.;
2676;26;76;12,007;12,013;i.O.;i.O.;i.O.;
2677;26;77;12,01;12,024;i.O.;n.i.O.;i.O.;
2678;26;78;12,014;12,021;i.O.;n.i.O.;i.O.;
2679;26;79;12,012;12,02;i.O.;n.i.O.;i.O.;
2680;26;80;12,01;12,018;i.O.;i.O.;i.O.;
2681;26;81;12,013;12,021;i.O.;n.i.O.;i.O.;
2701;27;1;12,019;12,026;n.i.O.;n.i.O.;n.i.O.;"3x Vc; 1xf"
2702;27;2;12,021;12,027;n.i.O.;n.i.O.;n.i.O.;
2703;27;3;12,024;12,035;n.i.O.;n.i.O.;n.i.O.;
2704;27;4;12,022;12,03;n.i.O.;n.i.O.;n.i.O.;
2705;27;5;12,018;12,042;i.O.;n.i.O.;i.O.;
2706;27;6;12,023;12,033;n.i.O.;n.i.O.;n.i.O.;
2707;27;7;12,019;12,035;n.i.O.;n.i.O.;n.i.O.;
2708;27;8;12,02;12,023;n.i.O.;n.i.O.;n.i.O.;
2709;27;9;12,013;12,022;i.O.;n.i.O.;i.O.;
2710;27;10;12,015;12,027;i.O.;n.i.O.;i.O.;
2711;27;11;12,02;12,029;n.i.O.;n.i.O.;i.O.;
2712;27;12;12,023;12,036;n.i.O.;n.i.O.;i.O.;
2713;27;13;12,019;12,032;n.i.O.;n.i.O.;i.O.;
2714;27;14;12,019;12,045;n.i.O.;n.i.O.;i.O.;
2715;27;15;12,018;12,023;i.O.;n.i.O.;i.O.;
2716;27;16;12,023;12,048;n.i.O.;n.i.O.;i.O.;
2717;27;17;12,021;12,045;n.i.O.;n.i.O.;i.O.;
2718;27;18;12,015;12,021;i.O.;n.i.O.;i.O.;
2719;27;19;12,017;12,026;i.O.;n.i.O.;i.O.;
2720;27;20;12,015;12,027;i.O.;n.i.O.;i.O.;
2721;27;21;12,014;12,024;i.O.;n.i.O.;i.O.;
2722;27;22;12,026;12,037;n.i.O.;n.i.O.;n.i.O.;
2723;27;23;12,014;12,025;i.O.;n.i.O.;i.O.;
2724;27;24;12,023;12,03;n.i.O.;n.i.O.;n.i.O.;
2725;27;25;12,016;12,029;i.O.;n.i.O.;i.O.;
2726;27;26;12,019;12,03;n.i.O.;n.i.O.;n.i.O.;
2727;27;27;12,023;12,026;n.i.O.;n.i.O.;n.i.O.;
2728;27;28;12,021;12,041;n.i.O.;n.i.O.;i.O.;
2729;27;29;12,019;12,03;n.i.O.;n.i.O.;i.O.;
2730;27;30;12,017;12,02;i.O.;n.i.O.;i.O.;
2731;27;31;12,018;12,026;i.O.;n.i.O.;i.O.;
2732;27;32;12,019;12,033;n.i.O.;n.i.O.;i.O.;
2733;27;33;12,013;12,022;i.O.;n.i.O.;i.O.;
2734;27;34;12,018;12,023;i.O.;n.i.O.;i.O.;
2735;27;35;12,019;12,026;n.i.O.;n.i.O.;n.i.O.;
2736;27;36;12,019;12,027;n.i.O.;n.i.O.;i.O.;
2737;27;37;12,019;12,039;n.i.O.;n.i.O.;i.O.;
2738;27;38;12,019;12,028;n.i.O.;n.i.O.;i.O.;
2739;27;39;12,016;12,027;i.O.;n.i.O.;i.O.;
2740;27;40;12,025;12,04;n.i.O.;n.i.O.;n.i.O.;
2741;27;41;12,025;12,04;n.i.O.;n.i.O.;n.i.O.;
2742;27;42;12,018;12,024;i.O.;n.i.O.;i.O.;
2743;27;43;12,028;12,047;n.i.O.;n.i.O.;n.i.O.;
2744;27;44;12,022;12,029;n.i.O.;n.i.O.;i.O.;
2745;27;45;12,017;12,023;i.O.;n.i.O.;i.O.;
2746;27;46;12,017;12,025;i.O.;n.i.O.;i.O.;
2747;27;47;12,02;12,022;n.i.O.;n.i.O.;i.O.;
2748;27;48;12,022;12,03;n.i.O.;n.i.O.;i.O.;
2749;27;49;12,019;12,028;n.i.O.;n.i.O.;i.O.;
2750;27;50;12,022;12,029;n.i.O.;n.i.O.;i.O.;
2751;27;51;12,018;12,03;i.O.;n.i.O.;i.O.;
2752;27;52;12,015;12,021;i.O.;n.i.O.;i.O.;
2753;27;53;12,023;12,033;n.i.O.;n.i.O.;i.O.;
2754;27;54;12,015;12,022;i.O.;n.i.O.;i.O.;
2755;27;55;12,022;12,031;n.i.O.;n.i.O.;i.O.;
2756;27;56;12,021;12,038;n.i.O.;n.i.O.;i.O.;
2757;27;57;12,02;12,037;n.i.O.;n.i.O.;i.O.;
2758;27;58;12,017;12,027;i.O.;n.i.O.;i.O.;
2759;27;59;12,015;12,028;i.O.;n.i.O.;i.O.;
2760;27;60;12,015;12,033;i.O.;n.i.O.;i.O.;
2761;27;61;12,017;12,029;i.O.;n.i.O.;i.O.;
2762;27;62;12,023;12,032;n.i.O.;n.i.O.;i.O.;
2763;27;63;12,013;12,023;i.O.;n.i.O.;i.O.;
2764;27;64;12,018;12,03;i.O.;n.i.O.;i.O.;
2765;27;65;12,019;12,033;n.i.O.;n.i.O.;i.O.;
2766;27;66;12,016;12,023;i.O.;n.i.O.;i.O.;
2767;27;67;12,016;12,023;i.O.;n.i.O.;i.O.;
2768;27;68;12,022;12,034;n.i.O.;n.i.O.;n.i.O.;
2769;27;69;12,019;12,024;n.i.O.;n.i.O.;i.O.;
2770;27;70;12,021;12,027;n.i.O.;n.i.O.;i.O.;
2771;27;71;12,024;12,031;n.i.O.;n.i.O.;i.O.;
2772;27;72;12,026;12,037;n.i.O.;n.i.O.;n.i.O.;
2773;27;73;12,019;12,031;n.i.O.;n.i.O.;i.O.;
2774;27;74;12,021;12,028;n.i.O.;n.i.O.;i.O.;
2775;27;75;12,024;12,033;n.i.O.;n.i.O.;i.O.;
2776;27;76;12,015;12,021;i.O.;n.i.O.;i.O.;
2777;27;77;12,017;12,03;i.O.;n.i.O.;i.O.;
2778;27;78;12,023;12,034;n.i.O.;n.i.O.;n.i.O.;
2779;27;79;12,014;12,021;i.O.;n.i.O.;i.O.;
2780;27;80;12,016;12,02;i.O.;n.i.O.;i.O.;
2781;27;81;12,018;12,031;i.O.;n.i.O.;i.O.;
2801;28;1;12,014;;i.O.;n.i.O.;i.O.;"3x Vc; 2xf"
2802;28;2;12,015;;i.O.;n.i.O.;i.O.;
2803;28;3;12,02;;n.i.O.;n.i.O.;i.O.;
2804;28;4;12,016;;i.O.;n.i.O.;i.O.;
2805;28;5;12,015;;i.O.;n.i.O.;i.O.;
2806;28;6;12,023;;n.i.O.;n.i.O.;i.O.;
2807;28;7;12,021;;n.i.O.;n.i.O.;i.O.;
2808;28;8;12,016;;i.O.;n.i.O.;i.O.;
2809;28;9;12,015;;i.O.;n.i.O.;i.O.;
2810;28;10;12,015;;i.O.;n.i.O.;i.O.;
2811;28;11;12,017;;i.O.;n.i.O.;i.O.;
2812;28;12;12,015;;i.O.;n.i.O.;i.O.;
2813;28;13;12,016;;i.O.;n.i.O.;i.O.;
2814;28;14;12,022;;n.i.O.;n.i.O.;i.O.;
2815;28;15;12,02;;n.i.O.;n.i.O.;i.O.;
2816;28;16;12,015;;i.O.;n.i.O.;i.O.;
2817;28;17;12,019;;n.i.O.;n.i.O.;i.O.;
2818;28;18;12,02;;n.i.O.;n.i.O.;i.O.;
2819;28;19;12,017;;i.O.;n.i.O.;i.O.;
2820;28;20;12,012;;i.O.;n.i.O.;i.O.;
2821;28;21;12,016;;i.O.;n.i.O.;i.O.;
2822;28;22;12,017;;i.O.;n.i.O.;i.O.;
2823;28;23;12,022;;n.i.O.;n.i.O.;i.O.;
2824;28;24;12,02;;n.i.O.;n.i.O.;i.O.;
2825;28;25;12,02;;n.i.O.;n.i.O.;i.O.;
2826;28;26;12,014;;i.O.;n.i.O.;i.O.;
2827;28;27;12,026;;n.i.O.;n.i.O.;i.O.;
2828;28;28;12,016;;i.O.;n.i.O.;i.O.;
2829;28;29;12,018;;i.O.;n.i.O.;i.O.;
2830;28;30;12,021;;n.i.O.;n.i.O.;i.O.;
2831;28;31;12,017;;i.O.;n.i.O.;i.O.;
2832;28;32;12,018;;i.O.;n.i.O.;i.O.;
2833;28;33;12,026;;n.i.O.;n.i.O.;n.i.O.;
2834;28;34;12,016;;i.O.;n.i.O.;i.O.;
2835;28;35;12,015;;i.O.;n.i.O.;i.O.;
2836;28;36;12,017;;i.O.;n.i.O.;i.O.;
2837;28;37;12,016;;i.O.;n.i.O.;i.O.;
2838;28;38;12,018;;i.O.;n.i.O.;i.O.;
2839;28;39;12,021;;n.i.O.;n.i.O.;n.i.O.;
2840;28;40;12,016;;i.O.;n.i.O.;i.O.;
2841;28;41;12,022;;n.i.O.;n.i.O.;n.i.O.;
2842;28;42;12,018;;i.O.;n.i.O.;i.O.;
2843;28;43;12,016;;i.O.;n.i.O.;i.O.;
2844;28;44;12,015;;i.O.;n.i.O.;i.O.;
2845;28;45;12,019;;n.i.O.;n.i.O.;i.O.;
2846;28;46;12,025;;n.i.O.;n.i.O.;n.i.O.;
2847;28;47;12,02;;n.i.O.;n.i.O.;i.O.;
2848;28;48;12,021;;n.i.O.;n.i.O.;i.O.;
2849;28;49;12,019;;n.i.O.;n.i.O.;i.O.;
2850;28;50;12,019;;n.i.O.;n.i.O.;i.O.;
2851;28;51;12,026;;n.i.O.;n.i.O.;i.O.;
2852;28;52;12,018;;i.O.;n.i.O.;i.O.;
2853;28;53;12,015;;i.O.;n.i.O.;i.O.;
2854;28;54;12,017;;i.O.;n.i.O.;i.O.;
2855;28;55;12,02;;n.i.O.;n.i.O.;i.O.;
2856;28;56;12,022;;n.i.O.;n.i.O.;i.O.;
2857;28;57;12,018;;i.O.;n.i.O.;i.O.;
2858;28;58;12,019;;n.i.O.;n.i.O.;i.O.;
2859;28;59;12,018;;i.O.;n.i.O.;i.O.;
2860;28;60;12,016;;i.O.;n.i.O.;i.O.;
2861;28;61;12,02;;n.i.O.;n.i.O.;i.O.;
2862;28;62;12,015;;i.O.;n.i.O.;i.O.;
2863;28;63;12,021;;n.i.O.;n.i.O.;n.i.O.;
2864;28;64;12,021;;n.i.O.;n.i.O.;n.i.O.;
2865;28;65;12,017;;i.O.;n.i.O.;i.O.;
2866;28;66;12,018;;i.O.;n.i.O.;i.O.;
2867;28;67;12,019;;n.i.O.;n.i.O.;i.O.;
2868;28;68;12,019;;n.i.O.;n.i.O.;i.O.;
2869;28;69;12,017;;i.O.;n.i.O.;i.O.;
2870;28;70;12,014;;i.O.;n.i.O.;i.O.;
2871;28;71;12,018;;i.O.;n.i.O.;i.O.;
2872;28;72;12,022;;n.i.O.;n.i.O.;i.O.;
2873;28;73;12,022;;n.i.O.;n.i.O.;i.O.;
2874;28;74;12,017;;i.O.;n.i.O.;i.O.;
2875;28;75;12,017;;i.O.;n.i.O.;i.O.;
2876;28;76;12,016;;i.O.;n.i.O.;i.O.;
2877;28;77;12,018;;i.O.;n.i.O.;i.O.;
2878;28;78;12,018;;i.O.;n.i.O.;i.O.;
2879;28;79;12,018;;i.O.;n.i.O.;i.O.;
2880;28;80;12,015;;i.O.;n.i.O.;i.O.;
2881;28;81;12,02;;n.i.O.;n.i.O.;i.O.;
2901;29;1;12,017;;i.O.;n.i.O.;i.O.;"2x Vc;3x f"
2902;29;2;12,02;;n.i.O.;n.i.O.;i.O.;
2903;29;3;12,019;;n.i.O.;n.i.O.;i.O.;
2904;29;4;12,018;;i.O.;n.i.O.;i.O.;
2905;29;5;12,016;;i.O.;n.i.O.;i.O.;
2906;29;6;12,017;;i.O.;n.i.O.;i.O.;
2907;29;7;12,014;;i.O.;n.i.O.;i.O.;
2908;29;8;12,018;;i.O.;n.i.O.;n.i.O.;(gut Seite passt nicht)
2909;29;9;12,013;;i.O.;n.i.O.;n.i.O.;(gut Seite passt nicht)
2910;29;10;12,018;;i.O.;n.i.O.;i.O.;
2911;29;11;12,014;;i.O.;n.i.O.;i.O.;
2912;29;12;12,017;;i.O.;n.i.O.;i.O.;
2913;29;13;12,017;;i.O.;n.i.O.;i.O.;
2914;29;14;12,013;;i.O.;n.i.O.;i.O.;
2915;29;15;12,016;;i.O.;n.i.O.;i.O.;
2916;29;16;12,015;;i.O.;n.i.O.;i.O.;
2917;29;17;12,013;;i.O.;n.i.O.;i.O.;
2918;29;18;12,017;;i.O.;n.i.O.;i.O.;
2919;29;19;12,017;;i.O.;n.i.O.;i.O.;
2920;29;20;12,014;;i.O.;n.i.O.;i.O.;
2921;29;21;12,018;;i.O.;n.i.O.;i.O.;
2922;29;22;12,013;;i.O.;n.i.O.;i.O.;
2923;29;23;12,015;;i.O.;n.i.O.;i.O.;
2924;29;24;12,015;;i.O.;n.i.O.;i.O.;
2925;29;25;12,014;;i.O.;n.i.O.;i.O.;
2926;29;26;12,017;;i.O.;n.i.O.;i.O.;
2927;29;27;12,014;;i.O.;n.i.O.;i.O.;
2928;29;28;12,017;;i.O.;n.i.O.;i.O.;
2929;29;29;12,014;;i.O.;n.i.O.;i.O.;
2930;29;30;12,016;;i.O.;n.i.O.;i.O.;
2931;29;31;12,014;;i.O.;n.i.O.;i.O.;
2932;29;32;12,014;;i.O.;n.i.O.;i.O.;
2933;29;33;12,013;;i.O.;n.i.O.;i.O.;
2934;29;34;12,014;;i.O.;n.i.O.;i.O.;
2935;29;35;12,013;;i.O.;n.i.O.;i.O.;
2936;29;36;12,015;;i.O.;n.i.O.;i.O.;
2937;29;37;12,015;;i.O.;n.i.O.;i.O.;
2938;29;38;12,013;;i.O.;n.i.O.;i.O.;
2939;29;39;12,017;;i.O.;n.i.O.;i.O.;
2940;29;40;12,017;;i.O.;n.i.O.;i.O.;
2941;29;41;12,015;;i.O.;n.i.O.;i.O.;
2942;29;42;12,012;;i.O.;n.i.O.;i.O.;
2943;29;43;12,014;;i.O.;n.i.O.;i.O.;
2944;29;44;12,012;;i.O.;n.i.O.;i.O.;
2945;29;45;12,015;;i.O.;n.i.O.;i.O.;
2946;29;46;12,017;;i.O.;n.i.O.;i.O.;
2947;29;47;12,015;;i.O.;n.i.O.;i.O.;
2948;29;48;12,016;;i.O.;n.i.O.;i.O.;
2949;29;49;12,015;;i.O.;n.i.O.;i.O.;
2950;29;50;12,014;;i.O.;n.i.O.;i.O.;
2951;29;51;12,015;;i.O.;n.i.O.;i.O.;
2952;29;52;12,013;;i.O.;n.i.O.;i.O.;
2953;29;53;12,012;;i.O.;n.i.O.;i.O.;
2954;29;54;12,012;;i.O.;n.i.O.;i.O.;
2955;29;55;12,013;;i.O.;n.i.O.;i.O.;
2956;29;56;12,016;;i.O.;n.i.O.;i.O.;
2957;29;57;12,016;;i.O.;n.i.O.;i.O.;
2958;29;58;12,014;;i.O.;n.i.O.;i.O.;
2959;29;59;12,015;;i.O.;n.i.O.;i.O.;
2960;29;60;12,013;;i.O.;n.i.O.;i.O.;
2961;29;61;12,015;;i.O.;n.i.O.;i.O.;
2962;29;62;12,018;;i.O.;n.i.O.;i.O.;
2963;29;63;12,014;;i.O.;n.i.O.;i.O.;
2964;29;64;12,015;;i.O.;n.i.O.;i.O.;
2965;29;65;12,013;;i.O.;n.i.O.;i.O.;
2966;29;66;12,017;;i.O.;n.i.O.;i.O.;
2967;29;67;12,014;;i.O.;n.i.O.;i.O.;
2968;29;68;12,022;;n.i.O.;n.i.O.;i.O.;
2969;29;69;12,014;;i.O.;n.i.O.;i.O.;
2970;29;70;12,016;;i.O.;n.i.O.;i.O.;
2971;29;71;12,015;;i.O.;n.i.O.;i.O.;
2972;29;72;12,015;;i.O.;n.i.O.;i.O.;
2973;29;73;12,015;;i.O.;n.i.O.;i.O.;
2974;29;74;12,013;;i.O.;n.i.O.;i.O.;
2975;29;75;12,014;;i.O.;n.i.O.;i.O.;
2976;29;76;12,013;;i.O.;n.i.O.;i.O.;
2977;29;77;12,013;;i.O.;n.i.O.;i.O.;
2978;29;78;12,015;;i.O.;n.i.O.;i.O.;
2979;29;79;12,014;;i.O.;n.i.O.;i.O.;
2980;29;80;12,016;;i.O.;n.i.O.;i.O.;
2981;29;81;12,013;;i.O.;n.i.O.;i.O.;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
