,Bezeichnung Bohrung,Klassifizierung nach Grenzlehrdorn,Klassifizierung nach Messchraube,Klassifizierung nach Messtaster,Messwert Innenmessschraube,Messwert Messtaster,Unnamed: 0,Unnamed: 6
0,,i.O.,i.O.,n.i.O.,12.015999999999998,12.019,0.0,
1,,i.O.,i.O.,i.O.,12.015999999999998,12.017999999999999,1.0,
2,,i.O.,i.O.,i.O.,12.015999999999998,12.015,2.0,
3,,i.O.,i.O.,i.O.,12.015999999999998,12.015,3.0,
4,,i.O.,i.O.,i.O.,12.015999999999998,12.015,4.0,
5,,i.O.,i.O.,i.O.,12.015999999999998,12.015999999999998,5.0,
6,,i.O.,i.O.,i.O.,12.015999999999998,12.015999999999998,6.0,
7,,i.O.,i.O.,i.O.,12.015999999999998,12.017000000000001,7.0,
8,,i.O.,i.O.,i.O.,12.015,12.015999999999998,8.0,
9,,i.O.,i.O.,n.i.O.,12.015,12.019,9.0,
10,,i.O.,i.O.,n.i.O.,12.015,12.019,10.0,
11,,i.O.,i.O.,n.i.O.,12.015,12.019,11.0,
12,,i.O.,i.O.,i.O.,12.015,12.017999999999999,12.0,
13,,i.O.,i.O.,n.i.O.,12.014000000000001,12.019,13.0,
14,,i.O.,i.O.,n.i.O.,12.015,12.019,14.0,
15,,i.O.,i.O.,i.O.,12.014000000000001,12.017000000000001,15.0,
16,,i.O.,i.O.,i.O.,12.015,12.017000000000001,16.0,
17,,i.O.,i.O.,n.i.O.,12.015,12.020999999999999,17.0,
18,,i.O.,i.O.,n.i.O.,12.014000000000001,12.020999999999999,18.0,
19,,i.O.,i.O.,n.i.O.,12.014000000000001,12.020999999999999,19.0,
20,,i.O.,i.O.,i.O.,12.014000000000001,12.015999999999998,20.0,
21,,i.O.,i.O.,i.O.,12.014000000000001,12.017000000000001,21.0,
22,,i.O.,i.O.,n.i.O.,12.014000000000001,12.02,22.0,
23,,i.O.,i.O.,i.O.,12.014000000000001,12.017000000000001,23.0,
24,,i.O.,i.O.,n.i.O.,12.014000000000001,12.019,24.0,
25,,i.O.,i.O.,n.i.O.,12.014000000000001,12.019,25.0,
26,,i.O.,i.O.,n.i.O.,12.014000000000001,12.019,26.0,
27,,i.O.,i.O.,n.i.O.,12.014000000000001,12.019,27.0,
28,,i.O.,i.O.,n.i.O.,12.014000000000001,12.019,28.0,
29,,i.O.,i.O.,i.O.,12.014000000000001,12.017999999999999,29.0,
30,,i.O.,i.O.,n.i.O.,12.014000000000001,12.019,30.0,
31,,i.O.,i.O.,i.O.,12.014000000000001,12.015999999999998,31.0,
32,,i.O.,i.O.,i.O.,12.014000000000001,12.017999999999999,32.0,
33,,i.O.,i.O.,n.i.O.,12.013,12.02,33.0,
34,,i.O.,i.O.,i.O.,12.014000000000001,12.017999999999999,34.0,
35,,i.O.,i.O.,n.i.O.,12.014000000000001,12.019,35.0,
36,,i.O.,i.O.,n.i.O.,12.014000000000001,12.019,36.0,
37,,i.O.,i.O.,i.O.,12.014000000000001,12.017000000000001,37.0,
38,,i.O.,i.O.,n.i.O.,12.014000000000001,12.02,38.0,
39,,i.O.,i.O.,i.O.,12.014000000000001,12.015999999999998,39.0,
40,,i.O.,i.O.,i.O.,12.014000000000001,12.017999999999999,40.0,
41,,i.O.,i.O.,n.i.O.,12.015,12.019,41.0,
42,,i.O.,i.O.,n.i.O.,12.014000000000001,12.02,42.0,
43,,i.O.,i.O.,i.O.,12.015,12.017999999999999,43.0,
44,,i.O.,i.O.,n.i.O.,12.015,12.020999999999999,44.0,
45,,i.O.,i.O.,n.i.O.,12.014000000000001,12.020999999999999,45.0,
46,,i.O.,i.O.,i.O.,12.015,12.017999999999999,46.0,
47,,i.O.,i.O.,n.i.O.,12.015,12.019,47.0,
48,,i.O.,i.O.,n.i.O.,12.014000000000001,12.019,48.0,
49,,i.O.,i.O.,i.O.,12.014000000000001,12.015,49.0,
50,,i.O.,i.O.,i.O.,12.015,12.015,50.0,
51,,i.O.,i.O.,i.O.,12.015,12.017000000000001,51.0,
52,,i.O.,i.O.,i.O.,12.014000000000001,12.015,52.0,
53,,i.O.,i.O.,i.O.,12.015,12.017999999999999,53.0,
54,,i.O.,i.O.,n.i.O.,12.015,12.02,54.0,
55,,i.O.,i.O.,n.i.O.,12.015,12.019,55.0,
56,,i.O.,i.O.,i.O.,12.015,12.017000000000001,56.0,
57,,i.O.,i.O.,i.O.,12.015,12.017999999999999,57.0,
58,,i.O.,i.O.,n.i.O.,12.015,12.019,58.0,
59,,i.O.,i.O.,n.i.O.,12.015,12.02,59.0,
60,,i.O.,i.O.,n.i.O.,12.015,12.020999999999999,60.0,
61,,i.O.,i.O.,i.O.,12.015,12.017999999999999,61.0,
62,,i.O.,i.O.,n.i.O.,12.015,12.019,62.0,
63,,i.O.,i.O.,n.i.O.,12.015,12.019,63.0,
64,,i.O.,i.O.,i.O.,12.015,12.017999999999999,64.0,
65,,i.O.,i.O.,n.i.O.,12.015,12.02,65.0,
66,,i.O.,i.O.,n.i.O.,12.015,12.020999999999999,66.0,
67,,i.O.,i.O.,n.i.O.,12.015,12.019,67.0,
68,,i.O.,i.O.,n.i.O.,12.015,12.02,68.0,
69,,i.O.,i.O.,n.i.O.,12.014000000000001,12.02,69.0,
70,,i.O.,i.O.,i.O.,12.015,12.017999999999999,70.0,
71,,i.O.,i.O.,n.i.O.,12.015999999999998,12.019,71.0,
72,,i.O.,i.O.,n.i.O.,12.015,12.02,72.0,
73,,i.O.,i.O.,i.O.,12.015,12.017999999999999,73.0,
74,,i.O.,i.O.,i.O.,12.015,12.017999999999999,74.0,
75,,i.O.,i.O.,i.O.,12.015999999999998,12.017999999999999,75.0,
76,,i.O.,i.O.,i.O.,12.015,12.017999999999999,76.0,
77,,i.O.,i.O.,i.O.,12.015,12.017000000000001,77.0,
78,,i.O.,i.O.,i.O.,12.015,12.017999999999999,78.0,
79,,i.O.,i.O.,i.O.,12.015999999999998,12.017999999999999,79.0,
80,,i.O.,i.O.,n.i.O.,12.012,12.020999999999999,405.0,
81,,i.O.,i.O.,n.i.O.,12.013,12.022,406.0,
82,,i.O.,i.O.,n.i.O.,12.013,12.02,407.0,
83,,i.O.,i.O.,i.O.,12.011,12.017000000000001,408.0,
84,,i.O.,i.O.,n.i.O.,12.013,12.020999999999999,409.0,
85,,i.O.,i.O.,n.i.O.,12.012,12.019,410.0,
86,,i.O.,i.O.,n.i.O.,12.012,12.022,411.0,
87,,i.O.,i.O.,i.O.,12.012,12.017999999999999,412.0,
88,,i.O.,i.O.,n.i.O.,12.014000000000001,12.023,413.0,
89,,i.O.,i.O.,n.i.O.,12.012,12.022,414.0,
90,,i.O.,i.O.,n.i.O.,12.012,12.022,415.0,
91,,i.O.,i.O.,n.i.O.,12.013,12.022,416.0,
92,,i.O.,i.O.,i.O.,12.013,12.017000000000001,417.0,
93,,i.O.,i.O.,i.O.,12.011,12.017999999999999,418.0,
94,,i.O.,i.O.,n.i.O.,12.011,12.020999999999999,419.0,
95,,i.O.,i.O.,n.i.O.,12.012,12.020999999999999,420.0,
96,,i.O.,i.O.,n.i.O.,12.012,12.020999999999999,421.0,
97,,i.O.,i.O.,i.O.,12.012,12.017999999999999,422.0,
98,,i.O.,i.O.,n.i.O.,12.012,12.019,423.0,
99,,i.O.,i.O.,n.i.O.,12.012,12.022,424.0,
100,,i.O.,i.O.,n.i.O.,12.012,12.02,425.0,
101,,i.O.,i.O.,n.i.O.,12.012,12.022,426.0,
102,,i.O.,i.O.,n.i.O.,12.013,12.020999999999999,427.0,
103,,i.O.,i.O.,n.i.O.,12.012,12.024000000000001,428.0,
104,,i.O.,i.O.,n.i.O.,12.011,12.023,429.0,
105,,i.O.,i.O.,n.i.O.,12.011,12.020999999999999,430.0,
106,,i.O.,i.O.,n.i.O.,12.012,12.022,431.0,
107,,i.O.,i.O.,n.i.O.,12.012,12.026,432.0,
108,,i.O.,i.O.,n.i.O.,12.011,12.02,433.0,
109,,i.O.,i.O.,n.i.O.,12.011,12.020999999999999,434.0,
110,,i.O.,i.O.,i.O.,12.011,12.017000000000001,435.0,
111,,i.O.,i.O.,n.i.O.,12.01,12.02,436.0,
112,,i.O.,i.O.,i.O.,12.011,12.017000000000001,437.0,
113,,i.O.,i.O.,n.i.O.,12.01,12.019,438.0,
114,,i.O.,i.O.,n.i.O.,12.011,12.02,439.0,
115,,i.O.,i.O.,i.O.,12.012,12.017999999999999,440.0,
116,,i.O.,i.O.,n.i.O.,12.012,12.023,441.0,
117,,i.O.,i.O.,n.i.O.,12.011,12.02,442.0,
118,,i.O.,i.O.,n.i.O.,12.013,12.022,443.0,
119,,i.O.,i.O.,n.i.O.,12.013,12.02,444.0,
120,,i.O.,i.O.,n.i.O.,12.012,12.02,445.0,
121,,i.O.,i.O.,n.i.O.,12.012,12.020999999999999,446.0,
122,,i.O.,i.O.,n.i.O.,12.011,12.02,447.0,
123,,i.O.,i.O.,n.i.O.,12.012,12.019,448.0,
124,,i.O.,i.O.,n.i.O.,12.012,12.019,449.0,
125,,i.O.,i.O.,n.i.O.,12.011,12.020999999999999,450.0,
126,,i.O.,i.O.,i.O.,12.011,12.017999999999999,451.0,
127,,i.O.,i.O.,n.i.O.,12.011,12.020999999999999,452.0,
128,,i.O.,i.O.,n.i.O.,12.012,12.02,453.0,
129,,i.O.,i.O.,n.i.O.,12.012,12.02,454.0,
130,,i.O.,i.O.,n.i.O.,12.011,12.019,455.0,
131,,i.O.,i.O.,n.i.O.,12.011,12.020999999999999,456.0,
132,,i.O.,i.O.,i.O.,12.011,12.017999999999999,457.0,
133,,i.O.,i.O.,n.i.O.,12.01,12.020999999999999,458.0,
134,,i.O.,i.O.,n.i.O.,12.011,12.02,459.0,
135,,i.O.,i.O.,n.i.O.,12.01,12.023,460.0,
136,,i.O.,i.O.,i.O.,12.01,12.017000000000001,461.0,
137,,i.O.,i.O.,i.O.,12.01,12.017000000000001,462.0,
138,,i.O.,i.O.,i.O.,12.011,12.017999999999999,463.0,
139,,i.O.,i.O.,i.O.,12.01,12.017000000000001,464.0,
140,,i.O.,i.O.,n.i.O.,12.01,12.02,465.0,
141,,i.O.,i.O.,i.O.,12.01,12.015,466.0,
142,,i.O.,i.O.,n.i.O.,12.011,12.023,467.0,
143,,i.O.,i.O.,n.i.O.,12.011,12.019,468.0,
144,,i.O.,i.O.,n.i.O.,12.012,12.023,469.0,
145,,i.O.,i.O.,n.i.O.,12.01,12.019,470.0,
146,,i.O.,i.O.,n.i.O.,12.011,12.020999999999999,471.0,
147,,i.O.,i.O.,i.O.,12.01,12.015999999999998,472.0,
148,,i.O.,i.O.,n.i.O.,12.01,12.020999999999999,473.0,
149,,i.O.,i.O.,n.i.O.,12.011,12.022,474.0,
150,,i.O.,i.O.,n.i.O.,12.01,12.020999999999999,475.0,
151,,i.O.,i.O.,i.O.,12.01,12.017999999999999,476.0,
152,,i.O.,i.O.,n.i.O.,12.011,12.019,477.0,
153,,i.O.,i.O.,i.O.,12.012,12.015999999999998,478.0,
154,,i.O.,i.O.,n.i.O.,12.012,12.019,479.0,
155,,i.O.,i.O.,n.i.O.,12.012,12.019,480.0,
156,,i.O.,i.O.,i.O.,12.011,12.017999999999999,481.0,
157,,i.O.,i.O.,n.i.O.,12.011,12.023,482.0,
158,,i.O.,i.O.,i.O.,12.011,12.017999999999999,483.0,
159,,i.O.,i.O.,n.i.O.,12.011,12.019,484.0,
160,,i.O.,i.O.,n.i.O.,12.013,12.019,485.0,
161,,i.O.,i.O.,n.i.O.,12.012,12.02,567.0,
162,,i.O.,i.O.,n.i.O.,12.014000000000001,12.023,568.0,
163,,i.O.,i.O.,n.i.O.,12.013,12.025,569.0,
164,,i.O.,i.O.,n.i.O.,12.013,12.020999999999999,570.0,
165,,i.O.,i.O.,n.i.O.,12.012,12.022,571.0,
166,,i.O.,i.O.,i.O.,12.013,12.017999999999999,572.0,
167,,i.O.,i.O.,n.i.O.,12.013,12.020999999999999,573.0,
168,,i.O.,i.O.,n.i.O.,12.012,12.019,574.0,
169,,i.O.,i.O.,n.i.O.,12.013,12.026,575.0,
170,,i.O.,i.O.,n.i.O.,12.012,12.020999999999999,576.0,
171,,i.O.,i.O.,n.i.O.,12.013,12.02,577.0,
172,,i.O.,i.O.,n.i.O.,12.013,12.019,578.0,
173,,i.O.,i.O.,i.O.,12.012,12.017999999999999,579.0,
174,,i.O.,i.O.,n.i.O.,12.012,12.019,580.0,
175,,i.O.,i.O.,i.O.,12.012,12.017999999999999,581.0,
176,,i.O.,i.O.,n.i.O.,12.013,12.019,582.0,
177,,i.O.,i.O.,n.i.O.,12.014000000000001,12.02,583.0,
178,,i.O.,i.O.,n.i.O.,12.013,12.023,584.0,
179,,i.O.,i.O.,n.i.O.,12.013,12.030999999999999,585.0,
180,,i.O.,i.O.,n.i.O.,12.013,12.020999999999999,586.0,
181,,i.O.,i.O.,n.i.O.,12.011,12.022,587.0,
182,,i.O.,i.O.,n.i.O.,12.012,12.022,588.0,
183,,i.O.,i.O.,n.i.O.,12.013,12.020999999999999,589.0,
184,,i.O.,i.O.,n.i.O.,12.013,12.020999999999999,590.0,
185,,i.O.,i.O.,n.i.O.,12.014000000000001,12.023,591.0,
186,,i.O.,i.O.,n.i.O.,12.012,12.020999999999999,592.0,
187,,i.O.,i.O.,n.i.O.,12.013,12.020999999999999,593.0,
188,,i.O.,i.O.,n.i.O.,12.014000000000001,12.019,594.0,
189,,i.O.,i.O.,n.i.O.,12.013,12.020999999999999,595.0,
190,,i.O.,i.O.,n.i.O.,12.012,12.019,596.0,
191,,i.O.,i.O.,n.i.O.,12.013,12.02,597.0,
192,,i.O.,i.O.,n.i.O.,12.012,12.025,598.0,
193,,i.O.,i.O.,n.i.O.,12.012,12.020999999999999,599.0,
194,,i.O.,i.O.,n.i.O.,12.011,12.02,600.0,
195,,i.O.,i.O.,i.O.,12.012,12.015999999999998,601.0,
196,,i.O.,i.O.,n.i.O.,12.013,12.019,602.0,
197,,i.O.,i.O.,i.O.,12.012,12.017999999999999,603.0,
198,,i.O.,i.O.,n.i.O.,12.013,12.02,604.0,
199,,i.O.,i.O.,n.i.O.,12.013,12.02,605.0,
200,,i.O.,i.O.,i.O.,12.011,12.017999999999999,606.0,
201,,i.O.,i.O.,n.i.O.,12.012,12.019,607.0,
202,,i.O.,i.O.,n.i.O.,12.012,12.019,608.0,
203,,i.O.,i.O.,n.i.O.,12.012,12.02,609.0,
204,,i.O.,i.O.,n.i.O.,12.012,12.019,610.0,
205,,i.O.,i.O.,n.i.O.,12.013,12.022,611.0,
206,,i.O.,i.O.,n.i.O.,12.011,12.019,612.0,
207,,i.O.,i.O.,n.i.O.,12.011,12.019,613.0,
208,,i.O.,i.O.,n.i.O.,12.012,12.02,614.0,
209,,i.O.,i.O.,n.i.O.,12.011,12.019,615.0,
210,,i.O.,i.O.,n.i.O.,12.013,12.020999999999999,616.0,
211,,i.O.,i.O.,n.i.O.,12.011,12.020999999999999,617.0,
212,,i.O.,i.O.,n.i.O.,12.012,12.02,618.0,
213,,i.O.,i.O.,n.i.O.,12.011,12.02,619.0,
214,,i.O.,i.O.,n.i.O.,12.013,12.020999999999999,620.0,
215,,i.O.,i.O.,n.i.O.,12.011,12.023,621.0,
216,,i.O.,i.O.,n.i.O.,12.011,12.020999999999999,622.0,
217,,i.O.,i.O.,n.i.O.,12.011,12.020999999999999,623.0,
218,,i.O.,i.O.,n.i.O.,12.012,12.02,624.0,
219,,i.O.,i.O.,n.i.O.,12.012,12.019,625.0,
220,,i.O.,i.O.,n.i.O.,12.012,12.020999999999999,626.0,
221,,i.O.,i.O.,n.i.O.,12.011,12.02,627.0,
222,,i.O.,i.O.,n.i.O.,12.012,12.02,628.0,
223,,i.O.,i.O.,n.i.O.,12.012,12.023,629.0,
224,,i.O.,i.O.,n.i.O.,12.013,12.02,630.0,
225,,i.O.,i.O.,n.i.O.,12.011,12.019,631.0,
226,,i.O.,i.O.,n.i.O.,12.012,12.019,632.0,
227,,i.O.,i.O.,n.i.O.,12.012,12.024000000000001,633.0,
228,,i.O.,i.O.,n.i.O.,12.012,12.019,634.0,
229,,i.O.,i.O.,n.i.O.,12.011,12.022,635.0,
230,,i.O.,i.O.,n.i.O.,12.011,12.020999999999999,636.0,
231,,i.O.,i.O.,n.i.O.,12.012,12.020999999999999,637.0,
232,,i.O.,i.O.,n.i.O.,12.012,12.022,638.0,
233,,i.O.,i.O.,n.i.O.,12.011,12.02,639.0,
234,,i.O.,i.O.,i.O.,12.013,12.017999999999999,640.0,
235,,i.O.,i.O.,n.i.O.,12.013,12.02,641.0,
236,,i.O.,i.O.,n.i.O.,12.014000000000001,12.022,642.0,
237,,i.O.,i.O.,n.i.O.,12.012,12.02,643.0,
238,,i.O.,i.O.,i.O.,12.01,12.017000000000001,644.0,
239,,i.O.,i.O.,n.i.O.,12.012,12.02,645.0,
240,,i.O.,i.O.,i.O.,12.012,12.017999999999999,646.0,
241,,i.O.,i.O.,n.i.O.,12.011,12.020999999999999,647.0,
242,,i.O.,i.O.,n.i.O.,12.012,12.026,648.0,
243,,i.O.,i.O.,n.i.O.,12.011,12.020999999999999,649.0,
244,,i.O.,i.O.,n.i.O.,12.014000000000001,12.022,650.0,
245,,i.O.,i.O.,n.i.O.,12.012,12.022,651.0,
246,,i.O.,i.O.,n.i.O.,12.013,12.023,652.0,
247,,i.O.,i.O.,n.i.O.,12.012,12.023,653.0,
248,,i.O.,i.O.,n.i.O.,12.014000000000001,12.022,654.0,
249,,i.O.,i.O.,n.i.O.,12.011,12.023,655.0,
250,,i.O.,i.O.,n.i.O.,12.012,12.02,656.0,
251,,i.O.,i.O.,n.i.O.,12.012,12.02,657.0,
252,,i.O.,i.O.,n.i.O.,12.013,12.027000000000001,658.0,
253,,i.O.,i.O.,n.i.O.,12.014000000000001,12.02,659.0,
254,,i.O.,i.O.,n.i.O.,12.012,12.024000000000001,660.0,
255,,i.O.,i.O.,n.i.O.,12.013,12.020999999999999,661.0,
256,,i.O.,i.O.,n.i.O.,12.012,12.022,662.0,
257,,i.O.,i.O.,n.i.O.,12.011,12.020999999999999,663.0,
258,,i.O.,i.O.,n.i.O.,12.011,12.020999999999999,664.0,
259,,i.O.,i.O.,n.i.O.,12.011,12.022,665.0,
260,,i.O.,i.O.,i.O.,12.012,12.017000000000001,666.0,
261,,i.O.,i.O.,n.i.O.,12.011,12.02,667.0,
262,,i.O.,i.O.,n.i.O.,12.011,12.019,668.0,
263,,i.O.,i.O.,n.i.O.,12.011,12.020999999999999,669.0,
264,,i.O.,i.O.,n.i.O.,12.012,12.019,670.0,
265,,i.O.,i.O.,n.i.O.,12.011,12.02,671.0,
266,,i.O.,i.O.,n.i.O.,12.011,12.024000000000001,672.0,
267,,i.O.,i.O.,n.i.O.,12.013,12.02,673.0,
268,,i.O.,i.O.,n.i.O.,12.012,12.019,674.0,
269,,i.O.,i.O.,n.i.O.,12.011,12.022,675.0,
270,,i.O.,i.O.,n.i.O.,12.012,12.020999999999999,676.0,
271,,i.O.,i.O.,i.O.,12.011,12.017999999999999,677.0,
272,,i.O.,i.O.,i.O.,12.011,12.017999999999999,678.0,
273,,i.O.,i.O.,n.i.O.,12.009,12.023,679.0,
274,,i.O.,i.O.,n.i.O.,12.011,12.02,680.0,
275,,i.O.,i.O.,n.i.O.,12.011,12.026,681.0,
276,,i.O.,i.O.,n.i.O.,12.012,12.019,682.0,
277,,i.O.,i.O.,n.i.O.,12.013,12.02,683.0,
278,,i.O.,i.O.,i.O.,12.013,12.017000000000001,684.0,
279,,i.O.,i.O.,n.i.O.,12.013,12.020999999999999,685.0,
280,,i.O.,i.O.,n.i.O.,12.012,12.02,686.0,
281,,i.O.,i.O.,n.i.O.,12.012,12.023,687.0,
282,,i.O.,i.O.,n.i.O.,12.013,12.020999999999999,688.0,
283,,i.O.,i.O.,n.i.O.,12.011,12.02,689.0,
284,,i.O.,i.O.,i.O.,12.012,12.017999999999999,690.0,
